AS53667, 3
AS12496, 3
AS2518, 1
AS208451, 1
AS30860, 3
AS40788, 1
AS30221, 1
AS134697, 1
AS22611, 1
AS4760, 4
AS199284, 1
AS268581, 1
AS29100, 1
AS40676, 2
AS34977, 1
AS31200, 3
AS3786, 3
AS42201, 2
AS44365, 1
AS15169, 5
AS5384, 3
AS58061, 8
AS398721, 2
AS37153, 2
AS5602, 2
AS39178, 1
AS1759, 1
AS34087, 2
AS7029, 2
AS15796, 3
AS41998, 1
AS17378, 1
AS198507, 1
AS39324, 2
AS55799, 1
AS18881, 9
AS204957, 2
AS37199, 1
AS8427, 1
AS56030, 1
AS43624, 1
AS14371, 2
AS395460, 1
AS62370, 1
AS28788, 2
AS7303, 6
AS17621, 1
AS42580, 1
AS35224, 1
AS29686, 3
AS32133, 2
AS3326, 1
AS62000, 3
AS200350, 6
AS133159, 3
AS44869, 2
AS206065, 1
AS8359, 2
AS55990, 1
AS204601, 3
AS135352, 2
AS48282, 1
AS8001, 1
AS61072, 1
AS6786, 1
AS200295, 2
AS11550, 1
AS141995, 4
AS202425, 1
AS6057, 3
AS51032, 2
AS36352, 7
AS30936, 1
AS207728, 1
AS207054, 1
AS16010, 1
AS12722, 1
AS327782, 1
AS41733, 2
AS31736, 2
AS28753, 3
AS399629, 2
AS56046, 1
AS51184, 4
AS4773, 2
AS42708, 1
AS19969, 3
AS36114, 2
AS199669, 1
AS53755, 1
AS15547, 1
AS24560, 1
AS204490, 1
AS3292, 1
AS47889, 1
AS13331, 4
AS56048, 2
AS6167, 3
AS31042, 2
AS33661, 1
AS21859, 5
AS8615, 1
AS42772, 1
AS39907, 1
AS200081, 3
AS40065, 1
AS212323, 2
AS23655, 1
AS18779, 2
AS3784, 1
AS14843, 1
AS24608, 1
AS56902, 1
AS13036, 2
AS48031, 1
AS35539, 1
AS9145, 1
AS23884, 1
AS20845, 2
AS7712, 2
AS22047, 1
AS3462, 8
AS46690, 2
AS9198, 3
AS29713, 1
AS48757, 1
AS60377, 1
AS12400, 1
AS49808, 1
AS34224, 1
AS2519, 1
AS39540, 1
AS15685, 1
AS23367, 2
AS34393, 1
AS10620, 1
AS9471, 1
AS201730, 1
AS9930, 3
AS10352, 1
AS34123, 1
AS56546, 1
AS786, 1
AS24651, 2
AS20963, 2
AS50211, 1
AS29670, 2
AS47610, 2
AS20485, 1
AS31246, 3
AS20712, 2
AS3737, 2
AS212806, 2
AS7738, 2
AS41536, 1
AS202269, 1
AS263097, 1
AS26599, 1
AS197312, 1
AS42675, 1
AS21263, 1
AS29124, 2
AS44845, 2
AS62183, 1
AS3175, 1
AS50613, 2
AS16814, 1
AS42155, 1
AS58212, 1
AS4181, 5
AS1901, 2
AS45267, 1
AS3212, 2
AS23140, 1
AS137, 1
AS27823, 2
AS61282, 4
AS32335, 1
AS44570, 1
AS39642, 2
AS41946, 1
AS6405, 1
AS39647, 1
AS56420, 1
AS39280, 2
AS42652, 2
AS8681, 1
AS196691, 1
AS27364, 1
AS133480, 2
AS7155, 1
AS206216, 1
AS13188, 2
AS30784, 1
AS34594, 1
AS61046, 1
AS5470, 2
AS39007, 1
AS44395, 2
AS208612, 1
AS264824, 1
AS197895, 2
AS42765, 1
AS138915, 1
AS25486, 1
AS198647, 1
AS44066, 3
AS12824, 1
AS40285, 1
AS9443, 2
AS24482, 1
AS202128, 3
AS6719, 1
AS52233, 1
AS30764, 2
AS206264, 1
AS210616, 1
AS39598, 1
AS41682, 1
AS203003, 1
AS34867, 1
AS35366, 3
AS40098, 1
AS15435, 2
AS26827, 2
AS12312, 2
AS20326, 1
AS5603, 2
AS208909, 1
AS56044, 1
AS41281, 2
AS207375, 2
AS55106, 1
AS30083, 3
AS15774, 1
AS200052, 2
AS12337, 1
AS31078, 1
AS22709, 1
AS46392, 1
AS212663, 1
AS395510, 1
AS58519, 1
AS1426, 2
AS14315, 1
AS59504, 1
AS30277, 2
AS4788, 3
AS12768, 1
AS213250, 3
AS51430, 2
AS42159, 1
AS42864, 1
AS47447, 1
AS39608, 1
AS207651, 1
AS32751, 1
AS37002, 2
AS19009, 1
AS34941, 1
AS42893, 1
AS7470, 1
AS34240, 2
AS25310, 1
AS202422, 2
AS35613, 2
AS27566, 1
AS56300, 1
AS134774, 1
AS60042, 1
AS46261, 2
AS396006, 1
AS59253, 2
AS13124, 1
AS201931, 1
AS31939, 1
AS18229, 2
AS34665, 2
AS12912, 1
AS6407, 1
AS1680, 1
AS48161, 1
AS45041, 1
AS15525, 1
AS8047, 1
AS10474, 1
AS24547, 1
AS39845, 1
AS21555, 1
AS12212, 1
AS26727, 1
AS41750, 1
AS50821, 1
AS49912, 1
AS29789, 1
AS48614, 1
AS53859, 1
AS16495, 1
AS396477, 1
AS50261, 1
AS25406, 1
AS60602, 1
AS42767, 1
AS40281, 1
AS60117, 1
AS5479, 1
AS3216, 1
AS210602, 1
AS37053, 1
AS35805, 1
AS33604, 1
AS40470, 2
AS30043, 1
AS36223, 1
AS35728, 1
AS14978, 1
AS4812, 3
AS37680, 1
AS39586, 1
AS12390, 1
AS58073, 1
AS4922, 1
AS35158, 1
AS21980, 1
AS39375, 1
AS35370, 1
AS27323, 1
AS20665, 1
AS14615, 1
AS51191, 1
AS8416, 1
AS54303, 1
AS23953, 1
AS63859, 1
AS8905, 1
AS44925, 1
AS26932, 1
AS49467, 1
AS48239, 1
AS394147, 1
AS19624, 1
AS6798, 1
AS25227, 1
AS8758, 1
AS46562, 1
AS48314, 1
AS24641, 2
AS13194, 1
AS25795, 1
AS11711, 1
AS3356, 1
AS11830, 1
AS6739, 2
AS30848, 1
AS39501, 1
AS42621, 1
AS27747, 1
AS7377, 1
AS63018, 1
AS57370, 1
AS7393, 1
AS395748, 1
AS17547, 1
AS394778, 1
AS56668, 1
AS9891, 1
AS51069, 1
AS9500, 3
AS6661, 1
AS42676, 1
AS57672, 2
AS24971, 1
AS16803, 1
AS2852, 1
AS206774, 1
AS394660, 1
AS51177, 1
AS10838, 1
AS200845, 1
AS52257, 1
AS37671, 1
AS9044, 1
AS211252, 1
AS33991, 1
AS40545, 1
AS198930, 1
AS60631, 1
AS41722, 1
AS133199, 1
AS16083, 1
AS8772, 1
AS45758, 2
AS41268, 1
AS39392, 1
AS12842, 1
AS35154, 1
AS17506, 1
AS15626, 1
AS48078, 1
AS29632, 1
AS9824, 1
AS8595, 1
AS45007, 1
AS29222, 1
AS25472, 1
AS41491, 1
AS46293, 1
AS38917, 1
AS59845, 1
AS200736, 1
AS22927, 1
AS51759, 1
AS19429, 1
AS204035, 1
AS15582, 1
AS36556, 1
AS12338, 1
AS35432, 1
AS398844, 1
AS197304, 1
AS45012, 1
AS13110, 1
AS46015, 1
AS24282, 1
AS398993, 1
AS200514, 1
AS21766, 1
AS8046, 1
AS33911, 1
AS59729, 1
AS263569, 1
AS29314, 1
AS34702, 1
AS208764, 1
AS20021, 1
AS25534, 1
AS200088, 1
AS48514, 1
AS35467, 1
AS55430, 1
AS44133, 1
AS9125, 1
AS204997, 1
AS47869, 1
AS3363, 1
AS53449, 1
AS212441, 1
AS266989, 1
AS199782, 1
AS28118, 1
AS61335, 1
AS48716, 1
AS49864, 1
AS44489, 1
AS42841, 1
AS56630, 1
AS202696, 1
