blockGenerator,time
15_L2_UNIV15_miner_151,2022-05-04 18:44:11.681629
14_L2_UNIV14_miner_1413,2022-05-04 18:44:26.225449
15_L2_UNIV15_miner_152,2022-05-04 18:44:40.523119
15_L2_UNIV15_miner_152,2022-05-04 18:44:54.812926
15_L2_UNIV15_miner_152,2022-05-04 18:45:09.069808
15_L2_UNIV15_miner_152,2022-05-04 18:45:23.453750
15_L2_UNIV15_miner_152,2022-05-04 18:45:37.748088
15_L2_UNIV15_miner_152,2022-05-04 18:45:51.928034
15_L2_UNIV15_miner_152,2022-05-04 18:46:06.289445
15_L2_UNIV15_miner_152,2022-05-04 18:46:20.736936
14_L2_UNIV14_miner_1413,2022-05-04 18:46:35.149459
14_L2_UNIV14_miner_1413,2022-05-04 18:46:49.251679
14_L2_UNIV14_miner_1413,2022-05-04 18:47:03.713906
15_L2_UNIV15_miner_152,2022-05-04 18:47:18.122736
14_L2_UNIV14_miner_1413,2022-05-04 18:47:32.408136
14_L2_UNIV14_miner_1413,2022-05-04 18:47:46.844513
15_L2_UNIV15_miner_152,2022-05-04 18:48:01.006148
14_L2_UNIV14_miner_1413,2022-05-04 18:48:15.458427
15_L2_UNIV15_miner_151,2022-05-04 18:48:29.468043
15_L2_UNIV15_miner_152,2022-05-04 18:48:43.695427
15_L2_UNIV15_miner_152,2022-05-04 18:48:58.031935
blockNum,time,hosts,delta
18,2022-05-04 18:48:31.007161,14_L2_UNIV14_miner_145,0 days 00:00:01.539118
19,2022-05-04 18:48:45.264148,14_L2_UNIV14_miner_145,0 days 00:00:01.568721
0,2022-05-04 18:44:13.451956,14_L2_UNIV14_miner_144,0 days 00:00:01.770327
1,2022-05-04 18:44:27.919096,14_L2_UNIV14_miner_144,0 days 00:00:01.693647
2,2022-05-04 18:44:42.300631,14_L2_UNIV14_miner_144,0 days 00:00:01.777512
3,2022-05-04 18:44:56.494682,14_L2_UNIV14_miner_144,0 days 00:00:01.681756
4,2022-05-04 18:45:10.770213,14_L2_UNIV14_miner_144,0 days 00:00:01.700405
5,2022-05-04 18:45:25.149089,14_L2_UNIV14_miner_144,0 days 00:00:01.695339
6,2022-05-04 18:45:39.479011,14_L2_UNIV14_miner_144,0 days 00:00:01.730923
7,2022-05-04 18:45:53.685056,14_L2_UNIV14_miner_144,0 days 00:00:01.757022
8,2022-05-04 18:46:07.968128,14_L2_UNIV14_miner_144,0 days 00:00:01.678683
9,2022-05-04 18:46:22.388835,14_L2_UNIV14_miner_144,0 days 00:00:01.651899
10,2022-05-04 18:46:36.833072,14_L2_UNIV14_miner_144,0 days 00:00:01.683613
11,2022-05-04 18:46:51.051497,14_L2_UNIV14_miner_144,0 days 00:00:01.799818
12,2022-05-04 18:47:05.421038,14_L2_UNIV14_miner_144,0 days 00:00:01.707132
13,2022-05-04 18:47:19.830491,14_L2_UNIV14_miner_144,0 days 00:00:01.707755
14,2022-05-04 18:47:34.155945,14_L2_UNIV14_miner_144,0 days 00:00:01.747809
15,2022-05-04 18:47:48.518687,14_L2_UNIV14_miner_144,0 days 00:00:01.674174
16,2022-05-04 18:48:02.697938,14_L2_UNIV14_miner_144,0 days 00:00:01.691790
17,2022-05-04 18:48:17.188767,14_L2_UNIV14_miner_144,0 days 00:00:01.730340
18,2022-05-04 18:48:31.137896,14_L2_UNIV14_miner_144,0 days 00:00:01.669853
19,2022-05-04 18:48:45.390503,14_L2_UNIV14_miner_144,0 days 00:00:01.695076
0,2022-05-04 18:44:13.618360,14_L2_UNIV14_miner_143,0 days 00:00:01.936731
1,2022-05-04 18:44:28.055904,14_L2_UNIV14_miner_143,0 days 00:00:01.830455
2,2022-05-04 18:44:42.441047,14_L2_UNIV14_miner_143,0 days 00:00:01.917928
3,2022-05-04 18:44:56.640482,14_L2_UNIV14_miner_143,0 days 00:00:01.827556
4,2022-05-04 18:45:10.895090,14_L2_UNIV14_miner_143,0 days 00:00:01.825282
5,2022-05-04 18:45:25.303202,14_L2_UNIV14_miner_143,0 days 00:00:01.849452
6,2022-05-04 18:45:39.636684,14_L2_UNIV14_miner_143,0 days 00:00:01.888596
7,2022-05-04 18:45:53.839932,14_L2_UNIV14_miner_143,0 days 00:00:01.911898
8,2022-05-04 18:46:08.131414,14_L2_UNIV14_miner_143,0 days 00:00:01.841969
9,2022-05-04 18:46:22.535326,14_L2_UNIV14_miner_143,0 days 00:00:01.798390
10,2022-05-04 18:46:36.962670,14_L2_UNIV14_miner_143,0 days 00:00:01.813211
11,2022-05-04 18:46:51.181013,14_L2_UNIV14_miner_143,0 days 00:00:01.929334
12,2022-05-04 18:47:05.557547,14_L2_UNIV14_miner_143,0 days 00:00:01.843641
13,2022-05-04 18:47:19.979707,14_L2_UNIV14_miner_143,0 days 00:00:01.856971
14,2022-05-04 18:47:34.309197,14_L2_UNIV14_miner_143,0 days 00:00:01.901061
15,2022-05-04 18:47:48.663156,14_L2_UNIV14_miner_143,0 days 00:00:01.818643
16,2022-05-04 18:48:02.818861,14_L2_UNIV14_miner_143,0 days 00:00:01.812713
17,2022-05-04 18:48:17.337568,14_L2_UNIV14_miner_143,0 days 00:00:01.879141
18,2022-05-04 18:48:31.264375,14_L2_UNIV14_miner_143,0 days 00:00:01.796332
19,2022-05-04 18:48:45.519623,14_L2_UNIV14_miner_143,0 days 00:00:01.824196
0,2022-05-04 18:44:13.764970,14_L2_UNIV14_miner_142,0 days 00:00:02.083341
1,2022-05-04 18:44:28.179866,14_L2_UNIV14_miner_142,0 days 00:00:01.954417
2,2022-05-04 18:44:42.559945,14_L2_UNIV14_miner_142,0 days 00:00:02.036826
3,2022-05-04 18:44:56.785310,14_L2_UNIV14_miner_142,0 days 00:00:01.972384
4,2022-05-04 18:45:11.048159,14_L2_UNIV14_miner_142,0 days 00:00:01.978351
5,2022-05-04 18:45:25.432304,14_L2_UNIV14_miner_142,0 days 00:00:01.978554
6,2022-05-04 18:45:39.754136,14_L2_UNIV14_miner_142,0 days 00:00:02.006048
7,2022-05-04 18:45:53.995134,14_L2_UNIV14_miner_142,0 days 00:00:02.067100
8,2022-05-04 18:46:08.284888,14_L2_UNIV14_miner_142,0 days 00:00:01.995443
9,2022-05-04 18:46:22.695650,14_L2_UNIV14_miner_142,0 days 00:00:01.958714
10,2022-05-04 18:46:37.098213,14_L2_UNIV14_miner_142,0 days 00:00:01.948754
11,2022-05-04 18:46:51.316909,14_L2_UNIV14_miner_142,0 days 00:00:02.065230
12,2022-05-04 18:47:05.695603,14_L2_UNIV14_miner_142,0 days 00:00:01.981697
13,2022-05-04 18:47:20.103023,14_L2_UNIV14_miner_142,0 days 00:00:01.980287
14,2022-05-04 18:47:34.460379,14_L2_UNIV14_miner_142,0 days 00:00:02.052243
15,2022-05-04 18:47:48.783896,14_L2_UNIV14_miner_142,0 days 00:00:01.939383
16,2022-05-04 18:48:02.965654,14_L2_UNIV14_miner_142,0 days 00:00:01.959506
17,2022-05-04 18:48:17.481611,14_L2_UNIV14_miner_142,0 days 00:00:02.023184
18,2022-05-04 18:48:31.374919,14_L2_UNIV14_miner_142,0 days 00:00:01.906876
19,2022-05-04 18:48:45.653032,14_L2_UNIV14_miner_142,0 days 00:00:01.957605
0,2022-05-04 18:44:13.917899,14_L2_UNIV14_miner_141,0 days 00:00:02.236270
1,2022-05-04 18:44:28.334340,14_L2_UNIV14_miner_141,0 days 00:00:02.108891
2,2022-05-04 18:44:42.702924,14_L2_UNIV14_miner_141,0 days 00:00:02.179805
3,2022-05-04 18:44:56.911801,14_L2_UNIV14_miner_141,0 days 00:00:02.098875
4,2022-05-04 18:45:11.195668,14_L2_UNIV14_miner_141,0 days 00:00:02.125860
5,2022-05-04 18:45:25.589676,14_L2_UNIV14_miner_141,0 days 00:00:02.135926
6,2022-05-04 18:45:39.881606,14_L2_UNIV14_miner_141,0 days 00:00:02.133518
7,2022-05-04 18:45:54.137594,14_L2_UNIV14_miner_141,0 days 00:00:02.209560
8,2022-05-04 18:46:08.417705,14_L2_UNIV14_miner_141,0 days 00:00:02.128260
9,2022-05-04 18:46:22.849757,14_L2_UNIV14_miner_141,0 days 00:00:02.112821
10,2022-05-04 18:46:37.224108,14_L2_UNIV14_miner_141,0 days 00:00:02.074649
11,2022-05-04 18:46:51.480054,14_L2_UNIV14_miner_141,0 days 00:00:02.228375
12,2022-05-04 18:47:05.852998,14_L2_UNIV14_miner_141,0 days 00:00:02.139092
13,2022-05-04 18:47:20.260910,14_L2_UNIV14_miner_141,0 days 00:00:02.138174
14,2022-05-04 18:47:34.580437,14_L2_UNIV14_miner_141,0 days 00:00:02.172301
15,2022-05-04 18:47:48.924004,14_L2_UNIV14_miner_141,0 days 00:00:02.079491
16,2022-05-04 18:48:03.088153,14_L2_UNIV14_miner_141,0 days 00:00:02.082005
17,2022-05-04 18:48:17.646182,14_L2_UNIV14_miner_141,0 days 00:00:02.187755
18,2022-05-04 18:48:31.526952,14_L2_UNIV14_miner_141,0 days 00:00:02.058909
19,2022-05-04 18:48:45.823370,14_L2_UNIV14_miner_141,0 days 00:00:02.127943
0,2022-05-04 18:44:14.068007,13_L2_UNIV13_miner_132,0 days 00:00:02.386378
1,2022-05-04 18:44:28.489832,13_L2_UNIV13_miner_132,0 days 00:00:02.264383
2,2022-05-04 18:44:42.855966,13_L2_UNIV13_miner_132,0 days 00:00:02.332847
3,2022-05-04 18:44:57.028555,13_L2_UNIV13_miner_132,0 days 00:00:02.215629
4,2022-05-04 18:45:11.347704,13_L2_UNIV13_miner_132,0 days 00:00:02.277896
5,2022-05-04 18:45:25.724154,13_L2_UNIV13_miner_132,0 days 00:00:02.270404
6,2022-05-04 18:45:40.007214,13_L2_UNIV13_miner_132,0 days 00:00:02.259126
7,2022-05-04 18:45:54.268500,13_L2_UNIV13_miner_132,0 days 00:00:02.340466
8,2022-05-04 18:46:08.568458,13_L2_UNIV13_miner_132,0 days 00:00:02.279013
9,2022-05-04 18:46:23.016705,13_L2_UNIV13_miner_132,0 days 00:00:02.279769
10,2022-05-04 18:46:37.379924,13_L2_UNIV13_miner_132,0 days 00:00:02.230465
11,2022-05-04 18:46:51.631315,13_L2_UNIV13_miner_132,0 days 00:00:02.379636
12,2022-05-04 18:47:06.024421,13_L2_UNIV13_miner_132,0 days 00:00:02.310515
13,2022-05-04 18:47:20.401188,13_L2_UNIV13_miner_132,0 days 00:00:02.278452
14,2022-05-04 18:47:34.728531,13_L2_UNIV13_miner_132,0 days 00:00:02.320395
15,2022-05-04 18:47:49.082406,13_L2_UNIV13_miner_132,0 days 00:00:02.237893
16,2022-05-04 18:48:03.239793,13_L2_UNIV13_miner_132,0 days 00:00:02.233645
17,2022-05-04 18:48:17.761145,13_L2_UNIV13_miner_132,0 days 00:00:02.302718
18,2022-05-04 18:48:31.679400,13_L2_UNIV13_miner_132,0 days 00:00:02.211357
19,2022-05-04 18:48:45.969762,13_L2_UNIV13_miner_132,0 days 00:00:02.274335
0,2022-05-04 18:44:14.221778,13_L2_UNIV13_miner_131,0 days 00:00:02.540149
1,2022-05-04 18:44:28.649692,13_L2_UNIV13_miner_131,0 days 00:00:02.424243
2,2022-05-04 18:44:43.019313,13_L2_UNIV13_miner_131,0 days 00:00:02.496194
3,2022-05-04 18:44:57.176429,13_L2_UNIV13_miner_131,0 days 00:00:02.363503
4,2022-05-04 18:45:11.517862,13_L2_UNIV13_miner_131,0 days 00:00:02.448054
5,2022-05-04 18:45:25.868455,13_L2_UNIV13_miner_131,0 days 00:00:02.414705
6,2022-05-04 18:45:40.181652,13_L2_UNIV13_miner_131,0 days 00:00:02.433564
7,2022-05-04 18:45:54.397691,13_L2_UNIV13_miner_131,0 days 00:00:02.469657
8,2022-05-04 18:46:08.704220,13_L2_UNIV13_miner_131,0 days 00:00:02.414775
9,2022-05-04 18:46:23.148150,13_L2_UNIV13_miner_131,0 days 00:00:02.411214
10,2022-05-04 18:46:37.514764,13_L2_UNIV13_miner_131,0 days 00:00:02.365305
11,2022-05-04 18:46:51.765990,13_L2_UNIV13_miner_131,0 days 00:00:02.514311
12,2022-05-04 18:47:06.188482,13_L2_UNIV13_miner_131,0 days 00:00:02.474576
13,2022-05-04 18:47:20.561888,13_L2_UNIV13_miner_131,0 days 00:00:02.439152
14,2022-05-04 18:47:34.879267,13_L2_UNIV13_miner_131,0 days 00:00:02.471131
15,2022-05-04 18:47:49.211781,13_L2_UNIV13_miner_131,0 days 00:00:02.367268
16,2022-05-04 18:48:03.401139,13_L2_UNIV13_miner_131,0 days 00:00:02.394991
17,2022-05-04 18:48:17.887694,13_L2_UNIV13_miner_131,0 days 00:00:02.429267
18,2022-05-04 18:48:31.832979,13_L2_UNIV13_miner_131,0 days 00:00:02.364936
19,2022-05-04 18:48:46.107649,13_L2_UNIV13_miner_131,0 days 00:00:02.412222
0,2022-05-04 18:44:14.350332,12_L2_UNIV12_miner_122,0 days 00:00:02.668703
1,2022-05-04 18:44:28.763514,12_L2_UNIV12_miner_122,0 days 00:00:02.538065
2,2022-05-04 18:44:43.150267,12_L2_UNIV12_miner_122,0 days 00:00:02.627148
3,2022-05-04 18:44:57.330348,12_L2_UNIV12_miner_122,0 days 00:00:02.517422
4,2022-05-04 18:45:11.641421,12_L2_UNIV12_miner_122,0 days 00:00:02.571613
5,2022-05-04 18:45:26.006884,12_L2_UNIV12_miner_122,0 days 00:00:02.553134
6,2022-05-04 18:45:40.344181,12_L2_UNIV12_miner_122,0 days 00:00:02.596093
7,2022-05-04 18:45:54.536673,12_L2_UNIV12_miner_122,0 days 00:00:02.608639
8,2022-05-04 18:46:08.848942,12_L2_UNIV12_miner_122,0 days 00:00:02.559497
9,2022-05-04 18:46:23.288692,12_L2_UNIV12_miner_122,0 days 00:00:02.551756
10,2022-05-04 18:46:37.658792,12_L2_UNIV12_miner_122,0 days 00:00:02.509333
11,2022-05-04 18:46:51.919396,12_L2_UNIV12_miner_122,0 days 00:00:02.667717
12,2022-05-04 18:47:06.306721,12_L2_UNIV12_miner_122,0 days 00:00:02.592815
13,2022-05-04 18:47:20.702165,12_L2_UNIV12_miner_122,0 days 00:00:02.579429
14,2022-05-04 18:47:35.027777,12_L2_UNIV12_miner_122,0 days 00:00:02.619641
15,2022-05-04 18:47:49.348278,12_L2_UNIV12_miner_122,0 days 00:00:02.503765
16,2022-05-04 18:48:03.557134,12_L2_UNIV12_miner_122,0 days 00:00:02.550986
17,2022-05-04 18:48:18.013007,12_L2_UNIV12_miner_122,0 days 00:00:02.554580
18,2022-05-04 18:48:31.980487,12_L2_UNIV12_miner_122,0 days 00:00:02.512444
19,2022-05-04 18:48:46.265202,12_L2_UNIV12_miner_122,0 days 00:00:02.569775
0,2022-05-04 18:44:14.487171,12_L2_UNIV12_miner_121,0 days 00:00:02.805542
1,2022-05-04 18:44:28.903254,12_L2_UNIV12_miner_121,0 days 00:00:02.677805
2,2022-05-04 18:44:43.273263,12_L2_UNIV12_miner_121,0 days 00:00:02.750144
3,2022-05-04 18:44:57.480832,12_L2_UNIV12_miner_121,0 days 00:00:02.667906
4,2022-05-04 18:45:11.769626,12_L2_UNIV12_miner_121,0 days 00:00:02.699818
5,2022-05-04 18:45:26.137104,12_L2_UNIV12_miner_121,0 days 00:00:02.683354
6,2022-05-04 18:45:40.501536,12_L2_UNIV12_miner_121,0 days 00:00:02.753448
7,2022-05-04 18:45:54.660762,12_L2_UNIV12_miner_121,0 days 00:00:02.732728
8,2022-05-04 18:46:08.989271,12_L2_UNIV12_miner_121,0 days 00:00:02.699826
9,2022-05-04 18:46:23.428497,12_L2_UNIV12_miner_121,0 days 00:00:02.691561
10,2022-05-04 18:46:37.818670,12_L2_UNIV12_miner_121,0 days 00:00:02.669211
11,2022-05-04 18:46:52.073585,12_L2_UNIV12_miner_121,0 days 00:00:02.821906
12,2022-05-04 18:47:06.456039,12_L2_UNIV12_miner_121,0 days 00:00:02.742133
13,2022-05-04 18:47:20.843856,12_L2_UNIV12_miner_121,0 days 00:00:02.721120
14,2022-05-04 18:47:35.186957,12_L2_UNIV12_miner_121,0 days 00:00:02.778821
15,2022-05-04 18:47:49.512080,12_L2_UNIV12_miner_121,0 days 00:00:02.667567
16,2022-05-04 18:48:03.705679,12_L2_UNIV12_miner_121,0 days 00:00:02.699531
17,2022-05-04 18:48:18.169014,12_L2_UNIV12_miner_121,0 days 00:00:02.710587
18,2022-05-04 18:48:32.130236,12_L2_UNIV12_miner_121,0 days 00:00:02.662193
19,2022-05-04 18:48:46.407628,12_L2_UNIV12_miner_121,0 days 00:00:02.712201
0,2022-05-04 18:44:14.636732,11_L2_UNIV11_miner_116,0 days 00:00:02.955103
1,2022-05-04 18:44:29.051962,11_L2_UNIV11_miner_116,0 days 00:00:02.826513
2,2022-05-04 18:44:43.401155,11_L2_UNIV11_miner_116,0 days 00:00:02.878036
3,2022-05-04 18:44:57.657419,11_L2_UNIV11_miner_116,0 days 00:00:02.844493
4,2022-05-04 18:45:11.889787,11_L2_UNIV11_miner_116,0 days 00:00:02.819979
5,2022-05-04 18:45:26.289483,11_L2_UNIV11_miner_116,0 days 00:00:02.835733
6,2022-05-04 18:45:40.667151,11_L2_UNIV11_miner_116,0 days 00:00:02.919063
7,2022-05-04 18:45:54.797480,11_L2_UNIV11_miner_116,0 days 00:00:02.869446
8,2022-05-04 18:46:09.151740,11_L2_UNIV11_miner_116,0 days 00:00:02.862295
9,2022-05-04 18:46:23.581046,11_L2_UNIV11_miner_116,0 days 00:00:02.844110
10,2022-05-04 18:46:37.933078,11_L2_UNIV11_miner_116,0 days 00:00:02.783619
11,2022-05-04 18:46:52.236999,11_L2_UNIV11_miner_116,0 days 00:00:02.985320
12,2022-05-04 18:47:06.612316,11_L2_UNIV11_miner_116,0 days 00:00:02.898410
13,2022-05-04 18:47:20.984696,11_L2_UNIV11_miner_116,0 days 00:00:02.861960
14,2022-05-04 18:47:35.335748,11_L2_UNIV11_miner_116,0 days 00:00:02.927612
15,2022-05-04 18:47:49.668578,11_L2_UNIV11_miner_116,0 days 00:00:02.824065
16,2022-05-04 18:48:03.846337,11_L2_UNIV11_miner_116,0 days 00:00:02.840189
17,2022-05-04 18:48:18.308263,11_L2_UNIV11_miner_116,0 days 00:00:02.849836
18,2022-05-04 18:48:32.277411,11_L2_UNIV11_miner_116,0 days 00:00:02.809368
19,2022-05-04 18:48:46.561447,11_L2_UNIV11_miner_116,0 days 00:00:02.866020
0,2022-05-04 18:44:14.797518,11_L2_UNIV11_miner_115,0 days 00:00:03.115889
1,2022-05-04 18:44:29.209020,11_L2_UNIV11_miner_115,0 days 00:00:02.983571
2,2022-05-04 18:44:43.539475,11_L2_UNIV11_miner_115,0 days 00:00:03.016356
3,2022-05-04 18:44:57.801590,11_L2_UNIV11_miner_115,0 days 00:00:02.988664
4,2022-05-04 18:45:12.039208,11_L2_UNIV11_miner_115,0 days 00:00:02.969400
5,2022-05-04 18:45:26.434299,11_L2_UNIV11_miner_115,0 days 00:00:02.980549
6,2022-05-04 18:45:40.829658,11_L2_UNIV11_miner_115,0 days 00:00:03.081570
7,2022-05-04 18:45:54.943602,11_L2_UNIV11_miner_115,0 days 00:00:03.015568
8,2022-05-04 18:46:09.287800,11_L2_UNIV11_miner_115,0 days 00:00:02.998355
9,2022-05-04 18:46:23.737830,11_L2_UNIV11_miner_115,0 days 00:00:03.000894
10,2022-05-04 18:46:38.046623,11_L2_UNIV11_miner_115,0 days 00:00:02.897164
11,2022-05-04 18:46:52.384785,11_L2_UNIV11_miner_115,0 days 00:00:03.133106
12,2022-05-04 18:47:06.748492,11_L2_UNIV11_miner_115,0 days 00:00:03.034586
13,2022-05-04 18:47:21.105423,11_L2_UNIV11_miner_115,0 days 00:00:02.982687
14,2022-05-04 18:47:35.479692,11_L2_UNIV11_miner_115,0 days 00:00:03.071556
15,2022-05-04 18:47:49.848095,11_L2_UNIV11_miner_115,0 days 00:00:03.003582
16,2022-05-04 18:48:03.990047,11_L2_UNIV11_miner_115,0 days 00:00:02.983899
17,2022-05-04 18:48:18.439962,11_L2_UNIV11_miner_115,0 days 00:00:02.981535
18,2022-05-04 18:48:32.416268,11_L2_UNIV11_miner_115,0 days 00:00:02.948225
19,2022-05-04 18:48:46.643950,11_L2_UNIV11_miner_115,0 days 00:00:02.948523
0,2022-05-04 18:44:14.934666,11_L2_UNIV11_miner_114,0 days 00:00:03.253037
1,2022-05-04 18:44:29.376155,11_L2_UNIV11_miner_114,0 days 00:00:03.150706
2,2022-05-04 18:44:43.667137,11_L2_UNIV11_miner_114,0 days 00:00:03.144018
3,2022-05-04 18:44:57.922223,11_L2_UNIV11_miner_114,0 days 00:00:03.109297
4,2022-05-04 18:45:12.176160,11_L2_UNIV11_miner_114,0 days 00:00:03.106352
5,2022-05-04 18:45:26.559837,11_L2_UNIV11_miner_114,0 days 00:00:03.106087
6,2022-05-04 18:45:40.984623,11_L2_UNIV11_miner_114,0 days 00:00:03.236535
7,2022-05-04 18:45:55.082311,11_L2_UNIV11_miner_114,0 days 00:00:03.154277
8,2022-05-04 18:46:09.430937,11_L2_UNIV11_miner_114,0 days 00:00:03.141492
9,2022-05-04 18:46:23.887822,11_L2_UNIV11_miner_114,0 days 00:00:03.150886
10,2022-05-04 18:46:38.203427,11_L2_UNIV11_miner_114,0 days 00:00:03.053968
11,2022-05-04 18:46:52.517121,11_L2_UNIV11_miner_114,0 days 00:00:03.265442
12,2022-05-04 18:47:06.891511,11_L2_UNIV11_miner_114,0 days 00:00:03.177605
13,2022-05-04 18:47:21.228514,11_L2_UNIV11_miner_114,0 days 00:00:03.105778
14,2022-05-04 18:47:35.595228,11_L2_UNIV11_miner_114,0 days 00:00:03.187092
15,2022-05-04 18:47:49.995462,11_L2_UNIV11_miner_114,0 days 00:00:03.150949
16,2022-05-04 18:48:04.123214,11_L2_UNIV11_miner_114,0 days 00:00:03.117066
17,2022-05-04 18:48:18.591653,11_L2_UNIV11_miner_114,0 days 00:00:03.133226
18,2022-05-04 18:48:32.551496,11_L2_UNIV11_miner_114,0 days 00:00:03.083453
19,2022-05-04 18:48:46.771065,11_L2_UNIV11_miner_114,0 days 00:00:03.075638
0,2022-05-04 18:44:15.090808,11_L2_UNIV11_miner_113,0 days 00:00:03.409179
1,2022-05-04 18:44:29.515194,11_L2_UNIV11_miner_113,0 days 00:00:03.289745
2,2022-05-04 18:44:43.796653,11_L2_UNIV11_miner_113,0 days 00:00:03.273534
3,2022-05-04 18:44:58.045067,11_L2_UNIV11_miner_113,0 days 00:00:03.232141
4,2022-05-04 18:45:12.327285,11_L2_UNIV11_miner_113,0 days 00:00:03.257477
5,2022-05-04 18:45:26.699745,11_L2_UNIV11_miner_113,0 days 00:00:03.245995
6,2022-05-04 18:45:41.117917,11_L2_UNIV11_miner_113,0 days 00:00:03.369829
7,2022-05-04 18:45:55.243650,11_L2_UNIV11_miner_113,0 days 00:00:03.315616
8,2022-05-04 18:46:09.595743,11_L2_UNIV11_miner_113,0 days 00:00:03.306298
9,2022-05-04 18:46:24.039950,11_L2_UNIV11_miner_113,0 days 00:00:03.303014
10,2022-05-04 18:46:38.328038,11_L2_UNIV11_miner_113,0 days 00:00:03.178579
11,2022-05-04 18:46:52.663135,11_L2_UNIV11_miner_113,0 days 00:00:03.411456
12,2022-05-04 18:47:07.041890,11_L2_UNIV11_miner_113,0 days 00:00:03.327984
13,2022-05-04 18:47:21.379073,11_L2_UNIV11_miner_113,0 days 00:00:03.256337
14,2022-05-04 18:47:35.759796,11_L2_UNIV11_miner_113,0 days 00:00:03.351660
15,2022-05-04 18:47:50.155212,11_L2_UNIV11_miner_113,0 days 00:00:03.310699
16,2022-05-04 18:48:04.283790,11_L2_UNIV11_miner_113,0 days 00:00:03.277642
17,2022-05-04 18:48:18.705360,11_L2_UNIV11_miner_113,0 days 00:00:03.246933
18,2022-05-04 18:48:32.696621,11_L2_UNIV11_miner_113,0 days 00:00:03.228578
19,2022-05-04 18:48:46.920750,11_L2_UNIV11_miner_113,0 days 00:00:03.225323
0,2022-05-04 18:44:15.249138,11_L2_UNIV11_miner_112,0 days 00:00:03.567509
1,2022-05-04 18:44:29.660091,11_L2_UNIV11_miner_112,0 days 00:00:03.434642
2,2022-05-04 18:44:43.937984,11_L2_UNIV11_miner_112,0 days 00:00:03.414865
3,2022-05-04 18:44:58.173410,11_L2_UNIV11_miner_112,0 days 00:00:03.360484
4,2022-05-04 18:45:12.474253,11_L2_UNIV11_miner_112,0 days 00:00:03.404445
5,2022-05-04 18:45:26.858271,11_L2_UNIV11_miner_112,0 days 00:00:03.404521
6,2022-05-04 18:45:41.250575,11_L2_UNIV11_miner_112,0 days 00:00:03.502487
7,2022-05-04 18:45:55.372933,11_L2_UNIV11_miner_112,0 days 00:00:03.444899
8,2022-05-04 18:46:09.761132,11_L2_UNIV11_miner_112,0 days 00:00:03.471687
9,2022-05-04 18:46:24.199264,11_L2_UNIV11_miner_112,0 days 00:00:03.462328
10,2022-05-04 18:46:38.459808,11_L2_UNIV11_miner_112,0 days 00:00:03.310349
11,2022-05-04 18:46:52.797065,11_L2_UNIV11_miner_112,0 days 00:00:03.545386
12,2022-05-04 18:47:07.180997,11_L2_UNIV11_miner_112,0 days 00:00:03.467091
13,2022-05-04 18:47:21.510419,11_L2_UNIV11_miner_112,0 days 00:00:03.387683
14,2022-05-04 18:47:35.895096,11_L2_UNIV11_miner_112,0 days 00:00:03.486960
15,2022-05-04 18:47:50.293592,11_L2_UNIV11_miner_112,0 days 00:00:03.449079
16,2022-05-04 18:48:04.438152,11_L2_UNIV11_miner_112,0 days 00:00:03.432004
17,2022-05-04 18:48:18.862736,11_L2_UNIV11_miner_112,0 days 00:00:03.404309
18,2022-05-04 18:48:32.851832,11_L2_UNIV11_miner_112,0 days 00:00:03.383789
19,2022-05-04 18:48:47.043617,11_L2_UNIV11_miner_112,0 days 00:00:03.348190
0,2022-05-04 18:44:15.405706,11_L2_UNIV11_miner_111,0 days 00:00:03.724077
1,2022-05-04 18:44:29.821991,11_L2_UNIV11_miner_111,0 days 00:00:03.596542
2,2022-05-04 18:44:44.080796,11_L2_UNIV11_miner_111,0 days 00:00:03.557677
3,2022-05-04 18:44:58.304067,11_L2_UNIV11_miner_111,0 days 00:00:03.491141
4,2022-05-04 18:45:12.609576,11_L2_UNIV11_miner_111,0 days 00:00:03.539768
5,2022-05-04 18:45:26.998979,11_L2_UNIV11_miner_111,0 days 00:00:03.545229
6,2022-05-04 18:45:41.406574,11_L2_UNIV11_miner_111,0 days 00:00:03.658486
7,2022-05-04 18:45:55.522294,11_L2_UNIV11_miner_111,0 days 00:00:03.594260
8,2022-05-04 18:46:09.932543,11_L2_UNIV11_miner_111,0 days 00:00:03.643098
9,2022-05-04 18:46:24.330929,11_L2_UNIV11_miner_111,0 days 00:00:03.593993
10,2022-05-04 18:46:38.584334,11_L2_UNIV11_miner_111,0 days 00:00:03.434875
11,2022-05-04 18:46:52.948055,11_L2_UNIV11_miner_111,0 days 00:00:03.696376
12,2022-05-04 18:47:07.345825,11_L2_UNIV11_miner_111,0 days 00:00:03.631919
13,2022-05-04 18:47:21.649801,11_L2_UNIV11_miner_111,0 days 00:00:03.527065
14,2022-05-04 18:47:36.030108,11_L2_UNIV11_miner_111,0 days 00:00:03.621972
15,2022-05-04 18:47:50.442047,11_L2_UNIV11_miner_111,0 days 00:00:03.597534
16,2022-05-04 18:48:04.581474,11_L2_UNIV11_miner_111,0 days 00:00:03.575326
17,2022-05-04 18:48:19.013616,11_L2_UNIV11_miner_111,0 days 00:00:03.555189
18,2022-05-04 18:48:32.980128,11_L2_UNIV11_miner_111,0 days 00:00:03.512085
19,2022-05-04 18:48:47.188202,11_L2_UNIV11_miner_111,0 days 00:00:03.492775
