blockGenerator,time
15_L2_UNIV15_miner_152,2022-05-04 21:57:55.549553
15_L2_UNIV15_miner_152,2022-05-04 21:58:09.822869
15_L2_UNIV15_miner_152,2022-05-04 21:58:23.942925
15_L2_UNIV15_miner_152,2022-05-04 21:58:38.146810
15_L2_UNIV15_miner_152,2022-05-04 21:58:52.623789
15_L2_UNIV15_miner_152,2022-05-04 21:59:06.771547
15_L2_UNIV15_miner_151,2022-05-04 21:59:21.207461
15_L2_UNIV15_miner_152,2022-05-04 21:59:35.883871
15_L2_UNIV15_miner_152,2022-05-04 21:59:50.391522
15_L2_UNIV15_miner_151,2022-05-04 22:00:04.849240
15_L2_UNIV15_miner_152,2022-05-04 22:00:19.169325
15_L2_UNIV15_miner_152,2022-05-04 22:00:33.617290
15_L2_UNIV15_miner_152,2022-05-04 22:00:48.116994
15_L2_UNIV15_miner_152,2022-05-04 22:01:02.445304
15_L2_UNIV15_miner_151,2022-05-04 22:01:16.667940
15_L2_UNIV15_miner_151,2022-05-04 22:01:31.075559
15_L2_UNIV15_miner_152,2022-05-04 22:01:45.479959
15_L2_UNIV15_miner_152,2022-05-04 22:02:00.085218
15_L2_UNIV15_miner_151,2022-05-04 22:02:14.485764
15_L2_UNIV15_miner_152,2022-05-04 22:02:28.880588
15_L2_UNIV15_miner_152,2022-05-04 22:02:43.185499
blockNum,time,hosts,delta
4,2022-05-04 21:58:56.228797,10_L2_UNIV10_miner_1028,0 days 00:00:03.605008
5,2022-05-04 21:59:10.496973,10_L2_UNIV10_miner_1028,0 days 00:00:03.725426
6,2022-05-04 21:59:24.935289,10_L2_UNIV10_miner_1028,0 days 00:00:03.727828
7,2022-05-04 21:59:39.625216,10_L2_UNIV10_miner_1028,0 days 00:00:03.741345
8,2022-05-04 21:59:54.104728,10_L2_UNIV10_miner_1028,0 days 00:00:03.713206
9,2022-05-04 22:00:08.487044,10_L2_UNIV10_miner_1028,0 days 00:00:03.637804
10,2022-05-04 22:00:22.831527,10_L2_UNIV10_miner_1028,0 days 00:00:03.662202
11,2022-05-04 22:00:37.385745,10_L2_UNIV10_miner_1028,0 days 00:00:03.768455
12,2022-05-04 22:00:51.869022,10_L2_UNIV10_miner_1028,0 days 00:00:03.752028
13,2022-05-04 22:01:06.164915,10_L2_UNIV10_miner_1028,0 days 00:00:03.719611
14,2022-05-04 22:01:20.402886,10_L2_UNIV10_miner_1028,0 days 00:00:03.734946
15,2022-05-04 22:01:34.763141,10_L2_UNIV10_miner_1028,0 days 00:00:03.687582
16,2022-05-04 22:01:49.282450,10_L2_UNIV10_miner_1028,0 days 00:00:03.802491
17,2022-05-04 22:02:03.737736,10_L2_UNIV10_miner_1028,0 days 00:00:03.652518
18,2022-05-04 22:02:18.154694,10_L2_UNIV10_miner_1028,0 days 00:00:03.668930
19,2022-05-04 22:02:32.632649,10_L2_UNIV10_miner_1028,0 days 00:00:03.752061
0,2022-05-04 21:57:59.293207,10_L2_UNIV10_miner_1027,0 days 00:00:03.743654
1,2022-05-04 21:58:13.717371,10_L2_UNIV10_miner_1027,0 days 00:00:03.894502
2,2022-05-04 21:58:27.792233,10_L2_UNIV10_miner_1027,0 days 00:00:03.849308
3,2022-05-04 21:58:41.997650,10_L2_UNIV10_miner_1027,0 days 00:00:03.850840
4,2022-05-04 21:58:56.333538,10_L2_UNIV10_miner_1027,0 days 00:00:03.709749
5,2022-05-04 21:59:10.655135,10_L2_UNIV10_miner_1027,0 days 00:00:03.883588
6,2022-05-04 21:59:25.095519,10_L2_UNIV10_miner_1027,0 days 00:00:03.888058
7,2022-05-04 21:59:39.759016,10_L2_UNIV10_miner_1027,0 days 00:00:03.875145
8,2022-05-04 21:59:54.236401,10_L2_UNIV10_miner_1027,0 days 00:00:03.844879
9,2022-05-04 22:00:08.629494,10_L2_UNIV10_miner_1027,0 days 00:00:03.780254
10,2022-05-04 22:00:22.981419,10_L2_UNIV10_miner_1027,0 days 00:00:03.812094
11,2022-05-04 22:00:37.528231,10_L2_UNIV10_miner_1027,0 days 00:00:03.910941
12,2022-05-04 22:00:52.009633,10_L2_UNIV10_miner_1027,0 days 00:00:03.892639
13,2022-05-04 22:01:06.294676,10_L2_UNIV10_miner_1027,0 days 00:00:03.849372
14,2022-05-04 22:01:20.541576,10_L2_UNIV10_miner_1027,0 days 00:00:03.873636
15,2022-05-04 22:01:34.916142,10_L2_UNIV10_miner_1027,0 days 00:00:03.840583
16,2022-05-04 22:01:49.402897,10_L2_UNIV10_miner_1027,0 days 00:00:03.922938
17,2022-05-04 22:02:03.851474,10_L2_UNIV10_miner_1027,0 days 00:00:03.766256
18,2022-05-04 22:02:18.297752,10_L2_UNIV10_miner_1027,0 days 00:00:03.811988
19,2022-05-04 22:02:32.761765,10_L2_UNIV10_miner_1027,0 days 00:00:03.881177
0,2022-05-04 21:57:59.425189,10_L2_UNIV10_miner_1026,0 days 00:00:03.875636
1,2022-05-04 21:58:13.846757,10_L2_UNIV10_miner_1026,0 days 00:00:04.023888
2,2022-05-04 21:58:27.922910,10_L2_UNIV10_miner_1026,0 days 00:00:03.979985
3,2022-05-04 21:58:42.123187,10_L2_UNIV10_miner_1026,0 days 00:00:03.976377
4,2022-05-04 21:58:56.480192,10_L2_UNIV10_miner_1026,0 days 00:00:03.856403
5,2022-05-04 21:59:10.799343,10_L2_UNIV10_miner_1026,0 days 00:00:04.027796
6,2022-05-04 21:59:25.243527,10_L2_UNIV10_miner_1026,0 days 00:00:04.036066
7,2022-05-04 21:59:39.901731,10_L2_UNIV10_miner_1026,0 days 00:00:04.017860
8,2022-05-04 21:59:54.378760,10_L2_UNIV10_miner_1026,0 days 00:00:03.987238
9,2022-05-04 22:00:08.755509,10_L2_UNIV10_miner_1026,0 days 00:00:03.906269
10,2022-05-04 22:00:23.124946,10_L2_UNIV10_miner_1026,0 days 00:00:03.955621
11,2022-05-04 22:00:37.668217,10_L2_UNIV10_miner_1026,0 days 00:00:04.050927
12,2022-05-04 22:00:52.161209,10_L2_UNIV10_miner_1026,0 days 00:00:04.044215
13,2022-05-04 22:01:06.446127,10_L2_UNIV10_miner_1026,0 days 00:00:04.000823
14,2022-05-04 22:01:20.698367,10_L2_UNIV10_miner_1026,0 days 00:00:04.030427
15,2022-05-04 22:01:35.058476,10_L2_UNIV10_miner_1026,0 days 00:00:03.982917
16,2022-05-04 22:01:49.545724,10_L2_UNIV10_miner_1026,0 days 00:00:04.065765
17,2022-05-04 22:02:03.996489,10_L2_UNIV10_miner_1026,0 days 00:00:03.911271
18,2022-05-04 22:02:18.433300,10_L2_UNIV10_miner_1026,0 days 00:00:03.947536
19,2022-05-04 22:02:32.904377,10_L2_UNIV10_miner_1026,0 days 00:00:04.023789
0,2022-05-04 21:57:59.591773,10_L2_UNIV10_miner_1025,0 days 00:00:04.042220
1,2022-05-04 21:58:13.985371,10_L2_UNIV10_miner_1025,0 days 00:00:04.162502
2,2022-05-04 21:58:28.055753,10_L2_UNIV10_miner_1025,0 days 00:00:04.112828
3,2022-05-04 21:58:42.274765,10_L2_UNIV10_miner_1025,0 days 00:00:04.127955
4,2022-05-04 21:58:56.596360,10_L2_UNIV10_miner_1025,0 days 00:00:03.972571
5,2022-05-04 21:59:10.933829,10_L2_UNIV10_miner_1025,0 days 00:00:04.162282
6,2022-05-04 21:59:25.371903,10_L2_UNIV10_miner_1025,0 days 00:00:04.164442
7,2022-05-04 21:59:40.048723,10_L2_UNIV10_miner_1025,0 days 00:00:04.164852
8,2022-05-04 21:59:54.510141,10_L2_UNIV10_miner_1025,0 days 00:00:04.118619
9,2022-05-04 22:00:08.887860,10_L2_UNIV10_miner_1025,0 days 00:00:04.038620
10,2022-05-04 22:00:23.276061,10_L2_UNIV10_miner_1025,0 days 00:00:04.106736
11,2022-05-04 22:00:37.817748,10_L2_UNIV10_miner_1025,0 days 00:00:04.200458
12,2022-05-04 22:00:52.309816,10_L2_UNIV10_miner_1025,0 days 00:00:04.192822
13,2022-05-04 22:01:06.570914,10_L2_UNIV10_miner_1025,0 days 00:00:04.125610
14,2022-05-04 22:01:20.832950,10_L2_UNIV10_miner_1025,0 days 00:00:04.165010
15,2022-05-04 22:01:35.181076,10_L2_UNIV10_miner_1025,0 days 00:00:04.105517
16,2022-05-04 22:01:49.696731,10_L2_UNIV10_miner_1025,0 days 00:00:04.216772
17,2022-05-04 22:02:04.135361,10_L2_UNIV10_miner_1025,0 days 00:00:04.050143
18,2022-05-04 22:02:18.567236,10_L2_UNIV10_miner_1025,0 days 00:00:04.081472
19,2022-05-04 22:02:33.055187,10_L2_UNIV10_miner_1025,0 days 00:00:04.174599
0,2022-05-04 21:57:59.712799,10_L2_UNIV10_miner_1024,0 days 00:00:04.163246
1,2022-05-04 21:58:14.116905,10_L2_UNIV10_miner_1024,0 days 00:00:04.294036
2,2022-05-04 21:58:28.210143,10_L2_UNIV10_miner_1024,0 days 00:00:04.267218
3,2022-05-04 21:58:42.422957,10_L2_UNIV10_miner_1024,0 days 00:00:04.276147
4,2022-05-04 21:58:56.715662,10_L2_UNIV10_miner_1024,0 days 00:00:04.091873
5,2022-05-04 21:59:11.081827,10_L2_UNIV10_miner_1024,0 days 00:00:04.310280
6,2022-05-04 21:59:25.519184,10_L2_UNIV10_miner_1024,0 days 00:00:04.311723
7,2022-05-04 21:59:40.168288,10_L2_UNIV10_miner_1024,0 days 00:00:04.284417
8,2022-05-04 21:59:54.647673,10_L2_UNIV10_miner_1024,0 days 00:00:04.256151
9,2022-05-04 22:00:09.015590,10_L2_UNIV10_miner_1024,0 days 00:00:04.166350
10,2022-05-04 22:00:23.416874,10_L2_UNIV10_miner_1024,0 days 00:00:04.247549
11,2022-05-04 22:00:37.960451,10_L2_UNIV10_miner_1024,0 days 00:00:04.343161
12,2022-05-04 22:00:52.448953,10_L2_UNIV10_miner_1024,0 days 00:00:04.331959
13,2022-05-04 22:01:06.732529,10_L2_UNIV10_miner_1024,0 days 00:00:04.287225
14,2022-05-04 22:01:20.956157,10_L2_UNIV10_miner_1024,0 days 00:00:04.288217
15,2022-05-04 22:01:35.316641,10_L2_UNIV10_miner_1024,0 days 00:00:04.241082
16,2022-05-04 22:01:49.855738,10_L2_UNIV10_miner_1024,0 days 00:00:04.375779
17,2022-05-04 22:02:04.307109,10_L2_UNIV10_miner_1024,0 days 00:00:04.221891
18,2022-05-04 22:02:18.739908,10_L2_UNIV10_miner_1024,0 days 00:00:04.254144
19,2022-05-04 22:02:33.201391,10_L2_UNIV10_miner_1024,0 days 00:00:04.320803
0,2022-05-04 21:57:59.836587,10_L2_UNIV10_miner_1023,0 days 00:00:04.287034
1,2022-05-04 21:58:14.245235,10_L2_UNIV10_miner_1023,0 days 00:00:04.422366
2,2022-05-04 21:58:28.365261,10_L2_UNIV10_miner_1023,0 days 00:00:04.422336
3,2022-05-04 21:58:42.567590,10_L2_UNIV10_miner_1023,0 days 00:00:04.420780
4,2022-05-04 21:58:56.836593,10_L2_UNIV10_miner_1023,0 days 00:00:04.212804
5,2022-05-04 21:59:11.199249,10_L2_UNIV10_miner_1023,0 days 00:00:04.427702
6,2022-05-04 21:59:25.689568,10_L2_UNIV10_miner_1023,0 days 00:00:04.482107
7,2022-05-04 21:59:40.317696,10_L2_UNIV10_miner_1023,0 days 00:00:04.433825
8,2022-05-04 21:59:54.779481,10_L2_UNIV10_miner_1023,0 days 00:00:04.387959
9,2022-05-04 22:00:09.138549,10_L2_UNIV10_miner_1023,0 days 00:00:04.289309
10,2022-05-04 22:00:23.556066,10_L2_UNIV10_miner_1023,0 days 00:00:04.386741
11,2022-05-04 22:00:38.093359,10_L2_UNIV10_miner_1023,0 days 00:00:04.476069
12,2022-05-04 22:00:52.611273,10_L2_UNIV10_miner_1023,0 days 00:00:04.494279
13,2022-05-04 22:01:06.879982,10_L2_UNIV10_miner_1023,0 days 00:00:04.434678
14,2022-05-04 22:01:21.112495,10_L2_UNIV10_miner_1023,0 days 00:00:04.444555
15,2022-05-04 22:01:35.466788,10_L2_UNIV10_miner_1023,0 days 00:00:04.391229
16,2022-05-04 22:01:50.008120,10_L2_UNIV10_miner_1023,0 days 00:00:04.528161
17,2022-05-04 22:02:04.444437,10_L2_UNIV10_miner_1023,0 days 00:00:04.359219
18,2022-05-04 22:02:18.887357,10_L2_UNIV10_miner_1023,0 days 00:00:04.401593
19,2022-05-04 22:02:33.323218,10_L2_UNIV10_miner_1023,0 days 00:00:04.442630
0,2022-05-04 21:57:59.992098,10_L2_UNIV10_miner_1022,0 days 00:00:04.442545
1,2022-05-04 21:58:14.370626,10_L2_UNIV10_miner_1022,0 days 00:00:04.547757
2,2022-05-04 21:58:28.484108,10_L2_UNIV10_miner_1022,0 days 00:00:04.541183
3,2022-05-04 21:58:42.729324,10_L2_UNIV10_miner_1022,0 days 00:00:04.582514
4,2022-05-04 21:58:56.967110,10_L2_UNIV10_miner_1022,0 days 00:00:04.343321
5,2022-05-04 21:59:11.362995,10_L2_UNIV10_miner_1022,0 days 00:00:04.591448
6,2022-05-04 21:59:25.847308,10_L2_UNIV10_miner_1022,0 days 00:00:04.639847
7,2022-05-04 21:59:40.487916,10_L2_UNIV10_miner_1022,0 days 00:00:04.604045
8,2022-05-04 21:59:54.932614,10_L2_UNIV10_miner_1022,0 days 00:00:04.541092
9,2022-05-04 22:00:09.272423,10_L2_UNIV10_miner_1022,0 days 00:00:04.423183
10,2022-05-04 22:00:23.682903,10_L2_UNIV10_miner_1022,0 days 00:00:04.513578
11,2022-05-04 22:00:38.248721,10_L2_UNIV10_miner_1022,0 days 00:00:04.631431
12,2022-05-04 22:00:52.761295,10_L2_UNIV10_miner_1022,0 days 00:00:04.644301
13,2022-05-04 22:01:07.032149,10_L2_UNIV10_miner_1022,0 days 00:00:04.586845
14,2022-05-04 22:01:21.253647,10_L2_UNIV10_miner_1022,0 days 00:00:04.585707
15,2022-05-04 22:01:35.627360,10_L2_UNIV10_miner_1022,0 days 00:00:04.551801
16,2022-05-04 22:01:50.149158,10_L2_UNIV10_miner_1022,0 days 00:00:04.669199
17,2022-05-04 22:02:04.581840,10_L2_UNIV10_miner_1022,0 days 00:00:04.496622
18,2022-05-04 22:02:19.045627,10_L2_UNIV10_miner_1022,0 days 00:00:04.559863
19,2022-05-04 22:02:33.452388,10_L2_UNIV10_miner_1022,0 days 00:00:04.571800
0,2022-05-04 21:58:00.111362,10_L2_UNIV10_miner_1021,0 days 00:00:04.561809
1,2022-05-04 21:58:14.536052,10_L2_UNIV10_miner_1021,0 days 00:00:04.713183
2,2022-05-04 21:58:28.619222,10_L2_UNIV10_miner_1021,0 days 00:00:04.676297
3,2022-05-04 21:58:42.856680,10_L2_UNIV10_miner_1021,0 days 00:00:04.709870
4,2022-05-04 21:58:57.119351,10_L2_UNIV10_miner_1021,0 days 00:00:04.495562
5,2022-05-04 21:59:11.512208,10_L2_UNIV10_miner_1021,0 days 00:00:04.740661
6,2022-05-04 21:59:25.978024,10_L2_UNIV10_miner_1021,0 days 00:00:04.770563
7,2022-05-04 21:59:40.620821,10_L2_UNIV10_miner_1021,0 days 00:00:04.736950
8,2022-05-04 21:59:55.051664,10_L2_UNIV10_miner_1021,0 days 00:00:04.660142
9,2022-05-04 22:00:09.420398,10_L2_UNIV10_miner_1021,0 days 00:00:04.571158
10,2022-05-04 22:00:23.839925,10_L2_UNIV10_miner_1021,0 days 00:00:04.670600
11,2022-05-04 22:00:38.405887,10_L2_UNIV10_miner_1021,0 days 00:00:04.788597
12,2022-05-04 22:00:52.880510,10_L2_UNIV10_miner_1021,0 days 00:00:04.763516
13,2022-05-04 22:01:07.190827,10_L2_UNIV10_miner_1021,0 days 00:00:04.745523
14,2022-05-04 22:01:21.389614,10_L2_UNIV10_miner_1021,0 days 00:00:04.721674
15,2022-05-04 22:01:35.757347,10_L2_UNIV10_miner_1021,0 days 00:00:04.681788
16,2022-05-04 22:01:50.311276,10_L2_UNIV10_miner_1021,0 days 00:00:04.831317
17,2022-05-04 22:02:04.724833,10_L2_UNIV10_miner_1021,0 days 00:00:04.639615
18,2022-05-04 22:02:19.184166,10_L2_UNIV10_miner_1021,0 days 00:00:04.698402
19,2022-05-04 22:02:33.572240,10_L2_UNIV10_miner_1021,0 days 00:00:04.691652
0,2022-05-04 21:58:00.266087,10_L2_UNIV10_miner_1020,0 days 00:00:04.716534
1,2022-05-04 21:58:14.678345,10_L2_UNIV10_miner_1020,0 days 00:00:04.855476
2,2022-05-04 21:58:28.770620,10_L2_UNIV10_miner_1020,0 days 00:00:04.827695
3,2022-05-04 21:58:42.987261,10_L2_UNIV10_miner_1020,0 days 00:00:04.840451
4,2022-05-04 21:58:57.248939,10_L2_UNIV10_miner_1020,0 days 00:00:04.625150
5,2022-05-04 21:59:11.653933,10_L2_UNIV10_miner_1020,0 days 00:00:04.882386
6,2022-05-04 21:59:26.095028,10_L2_UNIV10_miner_1020,0 days 00:00:04.887567
7,2022-05-04 21:59:40.776731,10_L2_UNIV10_miner_1020,0 days 00:00:04.892860
8,2022-05-04 21:59:55.195514,10_L2_UNIV10_miner_1020,0 days 00:00:04.803992
9,2022-05-04 22:00:09.572525,10_L2_UNIV10_miner_1020,0 days 00:00:04.723285
10,2022-05-04 22:00:23.994112,10_L2_UNIV10_miner_1020,0 days 00:00:04.824787
11,2022-05-04 22:00:38.540005,10_L2_UNIV10_miner_1020,0 days 00:00:04.922715
12,2022-05-04 22:00:53.000002,10_L2_UNIV10_miner_1020,0 days 00:00:04.883008
13,2022-05-04 22:01:07.339840,10_L2_UNIV10_miner_1020,0 days 00:00:04.894536
14,2022-05-04 22:01:21.550073,10_L2_UNIV10_miner_1020,0 days 00:00:04.882133
15,2022-05-04 22:01:35.911177,10_L2_UNIV10_miner_1020,0 days 00:00:04.835618
16,2022-05-04 22:01:50.460663,10_L2_UNIV10_miner_1020,0 days 00:00:04.980704
17,2022-05-04 22:02:04.876518,10_L2_UNIV10_miner_1020,0 days 00:00:04.791300
18,2022-05-04 22:02:19.334091,10_L2_UNIV10_miner_1020,0 days 00:00:04.848327
19,2022-05-04 22:02:33.715702,10_L2_UNIV10_miner_1020,0 days 00:00:04.835114
0,2022-05-04 21:58:00.404341,10_L2_UNIV10_miner_1019,0 days 00:00:04.854788
1,2022-05-04 21:58:14.806717,10_L2_UNIV10_miner_1019,0 days 00:00:04.983848
2,2022-05-04 21:58:28.923139,10_L2_UNIV10_miner_1019,0 days 00:00:04.980214
3,2022-05-04 21:58:43.112400,10_L2_UNIV10_miner_1019,0 days 00:00:04.965590
4,2022-05-04 21:58:57.408750,10_L2_UNIV10_miner_1019,0 days 00:00:04.784961
5,2022-05-04 21:59:11.770980,10_L2_UNIV10_miner_1019,0 days 00:00:04.999433
6,2022-05-04 21:59:26.260422,10_L2_UNIV10_miner_1019,0 days 00:00:05.052961
7,2022-05-04 21:59:40.926392,10_L2_UNIV10_miner_1019,0 days 00:00:05.042521
8,2022-05-04 21:59:55.315737,10_L2_UNIV10_miner_1019,0 days 00:00:04.924215
9,2022-05-04 22:00:09.727178,10_L2_UNIV10_miner_1019,0 days 00:00:04.877938
10,2022-05-04 22:00:24.136999,10_L2_UNIV10_miner_1019,0 days 00:00:04.967674
11,2022-05-04 22:00:38.676424,10_L2_UNIV10_miner_1019,0 days 00:00:05.059134
12,2022-05-04 22:00:53.156203,10_L2_UNIV10_miner_1019,0 days 00:00:05.039209
13,2022-05-04 22:01:07.464044,10_L2_UNIV10_miner_1019,0 days 00:00:05.018740
14,2022-05-04 22:01:21.706734,10_L2_UNIV10_miner_1019,0 days 00:00:05.038794
15,2022-05-04 22:01:36.029865,10_L2_UNIV10_miner_1019,0 days 00:00:04.954306
16,2022-05-04 22:01:50.608945,10_L2_UNIV10_miner_1019,0 days 00:00:05.128986
17,2022-05-04 22:02:05.026655,10_L2_UNIV10_miner_1019,0 days 00:00:04.941437
18,2022-05-04 22:02:19.476659,10_L2_UNIV10_miner_1019,0 days 00:00:04.990895
19,2022-05-04 22:02:33.865345,10_L2_UNIV10_miner_1019,0 days 00:00:04.984757
0,2022-05-04 21:58:00.562683,10_L2_UNIV10_miner_1018,0 days 00:00:05.013130
1,2022-05-04 21:58:14.938242,10_L2_UNIV10_miner_1018,0 days 00:00:05.115373
2,2022-05-04 21:58:29.069177,10_L2_UNIV10_miner_1018,0 days 00:00:05.126252
3,2022-05-04 21:58:43.286961,10_L2_UNIV10_miner_1018,0 days 00:00:05.140151
4,2022-05-04 21:58:57.525769,10_L2_UNIV10_miner_1018,0 days 00:00:04.901980
5,2022-05-04 21:59:11.891023,10_L2_UNIV10_miner_1018,0 days 00:00:05.119476
6,2022-05-04 21:59:26.410476,10_L2_UNIV10_miner_1018,0 days 00:00:05.203015
7,2022-05-04 21:59:41.043127,10_L2_UNIV10_miner_1018,0 days 00:00:05.159256
8,2022-05-04 21:59:55.443467,10_L2_UNIV10_miner_1018,0 days 00:00:05.051945
9,2022-05-04 22:00:09.849208,10_L2_UNIV10_miner_1018,0 days 00:00:04.999968
10,2022-05-04 22:00:24.291949,10_L2_UNIV10_miner_1018,0 days 00:00:05.122624
11,2022-05-04 22:00:38.815019,10_L2_UNIV10_miner_1018,0 days 00:00:05.197729
12,2022-05-04 22:00:53.280172,10_L2_UNIV10_miner_1018,0 days 00:00:05.163178
13,2022-05-04 22:01:07.597543,10_L2_UNIV10_miner_1018,0 days 00:00:05.152239
14,2022-05-04 22:01:21.832347,10_L2_UNIV10_miner_1018,0 days 00:00:05.164407
15,2022-05-04 22:01:36.191425,10_L2_UNIV10_miner_1018,0 days 00:00:05.115866
16,2022-05-04 22:01:50.767694,10_L2_UNIV10_miner_1018,0 days 00:00:05.287735
17,2022-05-04 22:02:05.186909,10_L2_UNIV10_miner_1018,0 days 00:00:05.101691
18,2022-05-04 22:02:19.620044,10_L2_UNIV10_miner_1018,0 days 00:00:05.134280
19,2022-05-04 22:02:33.988908,10_L2_UNIV10_miner_1018,0 days 00:00:05.108320
0,2022-05-04 21:58:00.725335,10_L2_UNIV10_miner_1017,0 days 00:00:05.175782
1,2022-05-04 21:58:15.045821,10_L2_UNIV10_miner_1017,0 days 00:00:05.222952
2,2022-05-04 21:58:29.217813,10_L2_UNIV10_miner_1017,0 days 00:00:05.274888
3,2022-05-04 21:58:43.442513,10_L2_UNIV10_miner_1017,0 days 00:00:05.295703
4,2022-05-04 21:58:57.681437,10_L2_UNIV10_miner_1017,0 days 00:00:05.057648
5,2022-05-04 21:59:12.051668,10_L2_UNIV10_miner_1017,0 days 00:00:05.280121
6,2022-05-04 21:59:26.533659,10_L2_UNIV10_miner_1017,0 days 00:00:05.326198
7,2022-05-04 21:59:41.200749,10_L2_UNIV10_miner_1017,0 days 00:00:05.316878
8,2022-05-04 21:59:55.582191,10_L2_UNIV10_miner_1017,0 days 00:00:05.190669
9,2022-05-04 22:00:09.991921,10_L2_UNIV10_miner_1017,0 days 00:00:05.142681
10,2022-05-04 22:00:24.413703,10_L2_UNIV10_miner_1017,0 days 00:00:05.244378
11,2022-05-04 22:00:38.949902,10_L2_UNIV10_miner_1017,0 days 00:00:05.332612
12,2022-05-04 22:00:53.404184,10_L2_UNIV10_miner_1017,0 days 00:00:05.287190
13,2022-05-04 22:01:07.736756,10_L2_UNIV10_miner_1017,0 days 00:00:05.291452
14,2022-05-04 22:01:21.992327,10_L2_UNIV10_miner_1017,0 days 00:00:05.324387
15,2022-05-04 22:01:36.341241,10_L2_UNIV10_miner_1017,0 days 00:00:05.265682
16,2022-05-04 22:01:50.894372,10_L2_UNIV10_miner_1017,0 days 00:00:05.414413
17,2022-05-04 22:02:05.335429,10_L2_UNIV10_miner_1017,0 days 00:00:05.250211
18,2022-05-04 22:02:19.748408,10_L2_UNIV10_miner_1017,0 days 00:00:05.262644
19,2022-05-04 22:02:34.132840,10_L2_UNIV10_miner_1017,0 days 00:00:05.252252
0,2022-05-04 21:58:00.875368,10_L2_UNIV10_miner_1016,0 days 00:00:05.325815
1,2022-05-04 21:58:15.213727,10_L2_UNIV10_miner_1016,0 days 00:00:05.390858
2,2022-05-04 21:58:29.337584,10_L2_UNIV10_miner_1016,0 days 00:00:05.394659
3,2022-05-04 21:58:43.595183,10_L2_UNIV10_miner_1016,0 days 00:00:05.448373
4,2022-05-04 21:58:57.795249,10_L2_UNIV10_miner_1016,0 days 00:00:05.171460
5,2022-05-04 21:59:12.207740,10_L2_UNIV10_miner_1016,0 days 00:00:05.436193
6,2022-05-04 21:59:26.649658,10_L2_UNIV10_miner_1016,0 days 00:00:05.442197
7,2022-05-04 21:59:41.349592,10_L2_UNIV10_miner_1016,0 days 00:00:05.465721
8,2022-05-04 21:59:55.709210,10_L2_UNIV10_miner_1016,0 days 00:00:05.317688
9,2022-05-04 22:00:10.141189,10_L2_UNIV10_miner_1016,0 days 00:00:05.291949
10,2022-05-04 22:00:24.537487,10_L2_UNIV10_miner_1016,0 days 00:00:05.368162
11,2022-05-04 22:00:39.087648,10_L2_UNIV10_miner_1016,0 days 00:00:05.470358
12,2022-05-04 22:00:53.548514,10_L2_UNIV10_miner_1016,0 days 00:00:05.431520
13,2022-05-04 22:01:07.864680,10_L2_UNIV10_miner_1016,0 days 00:00:05.419376
14,2022-05-04 22:01:22.124023,10_L2_UNIV10_miner_1016,0 days 00:00:05.456083
15,2022-05-04 22:01:36.504100,10_L2_UNIV10_miner_1016,0 days 00:00:05.428541
16,2022-05-04 22:01:51.024978,10_L2_UNIV10_miner_1016,0 days 00:00:05.545019
17,2022-05-04 22:02:05.487590,10_L2_UNIV10_miner_1016,0 days 00:00:05.402372
18,2022-05-04 22:02:19.885435,10_L2_UNIV10_miner_1016,0 days 00:00:05.399671
19,2022-05-04 22:02:34.265368,10_L2_UNIV10_miner_1016,0 days 00:00:05.384780
0,2022-05-04 21:58:01.027810,10_L2_UNIV10_miner_1015,0 days 00:00:05.478257
1,2022-05-04 21:58:15.332078,10_L2_UNIV10_miner_1015,0 days 00:00:05.509209
2,2022-05-04 21:58:29.450381,10_L2_UNIV10_miner_1015,0 days 00:00:05.507456
3,2022-05-04 21:58:43.739553,10_L2_UNIV10_miner_1015,0 days 00:00:05.592743
4,2022-05-04 21:58:57.954385,10_L2_UNIV10_miner_1015,0 days 00:00:05.330596
5,2022-05-04 21:59:12.350670,10_L2_UNIV10_miner_1015,0 days 00:00:05.579123
6,2022-05-04 21:59:26.796566,10_L2_UNIV10_miner_1015,0 days 00:00:05.589105
7,2022-05-04 21:59:41.485045,10_L2_UNIV10_miner_1015,0 days 00:00:05.601174
8,2022-05-04 21:59:55.881579,10_L2_UNIV10_miner_1015,0 days 00:00:05.490057
9,2022-05-04 22:00:10.261822,10_L2_UNIV10_miner_1015,0 days 00:00:05.412582
10,2022-05-04 22:00:24.699672,10_L2_UNIV10_miner_1015,0 days 00:00:05.530347
11,2022-05-04 22:00:39.221991,10_L2_UNIV10_miner_1015,0 days 00:00:05.604701
12,2022-05-04 22:00:53.689910,10_L2_UNIV10_miner_1015,0 days 00:00:05.572916
13,2022-05-04 22:01:08.003308,10_L2_UNIV10_miner_1015,0 days 00:00:05.558004
14,2022-05-04 22:01:22.276009,10_L2_UNIV10_miner_1015,0 days 00:00:05.608069
15,2022-05-04 22:01:36.631903,10_L2_UNIV10_miner_1015,0 days 00:00:05.556344
16,2022-05-04 22:01:51.154379,10_L2_UNIV10_miner_1015,0 days 00:00:05.674420
17,2022-05-04 22:02:05.621500,10_L2_UNIV10_miner_1015,0 days 00:00:05.536282
18,2022-05-04 22:02:20.037102,10_L2_UNIV10_miner_1015,0 days 00:00:05.551338
19,2022-05-04 22:02:34.404381,10_L2_UNIV10_miner_1015,0 days 00:00:05.523793
0,2022-05-04 21:58:01.194726,10_L2_UNIV10_miner_1014,0 days 00:00:05.645173
