blockGenerator,time
15_L2_UNIV15_miner_152,2022-05-04 21:57:55.549553
15_L2_UNIV15_miner_152,2022-05-04 21:58:09.822869
15_L2_UNIV15_miner_152,2022-05-04 21:58:23.942925
15_L2_UNIV15_miner_152,2022-05-04 21:58:38.146810
15_L2_UNIV15_miner_152,2022-05-04 21:58:52.623789
15_L2_UNIV15_miner_152,2022-05-04 21:59:06.771547
15_L2_UNIV15_miner_151,2022-05-04 21:59:21.207461
15_L2_UNIV15_miner_152,2022-05-04 21:59:35.883871
15_L2_UNIV15_miner_152,2022-05-04 21:59:50.391522
15_L2_UNIV15_miner_151,2022-05-04 22:00:04.849240
15_L2_UNIV15_miner_152,2022-05-04 22:00:19.169325
15_L2_UNIV15_miner_152,2022-05-04 22:00:33.617290
15_L2_UNIV15_miner_152,2022-05-04 22:00:48.116994
15_L2_UNIV15_miner_152,2022-05-04 22:01:02.445304
15_L2_UNIV15_miner_151,2022-05-04 22:01:16.667940
15_L2_UNIV15_miner_151,2022-05-04 22:01:31.075559
15_L2_UNIV15_miner_152,2022-05-04 22:01:45.479959
15_L2_UNIV15_miner_152,2022-05-04 22:02:00.085218
15_L2_UNIV15_miner_151,2022-05-04 22:02:14.485764
15_L2_UNIV15_miner_152,2022-05-04 22:02:28.880588
15_L2_UNIV15_miner_152,2022-05-04 22:02:43.185499
blockNum,time,hosts,delta
2,2022-05-04 21:58:25.650980,14_L2_UNIV14_miner_144,0 days 00:00:01.708055
3,2022-05-04 21:58:39.865573,14_L2_UNIV14_miner_144,0 days 00:00:01.718763
4,2022-05-04 21:58:54.280953,14_L2_UNIV14_miner_144,0 days 00:00:01.657164
5,2022-05-04 21:59:08.519483,14_L2_UNIV14_miner_144,0 days 00:00:01.747936
6,2022-05-04 21:59:22.881163,14_L2_UNIV14_miner_144,0 days 00:00:01.673702
7,2022-05-04 21:59:37.575518,14_L2_UNIV14_miner_144,0 days 00:00:01.691647
8,2022-05-04 21:59:52.057814,14_L2_UNIV14_miner_144,0 days 00:00:01.666292
9,2022-05-04 22:00:06.527980,14_L2_UNIV14_miner_144,0 days 00:00:01.678740
10,2022-05-04 22:00:20.890950,14_L2_UNIV14_miner_144,0 days 00:00:01.721625
11,2022-05-04 22:00:35.368114,14_L2_UNIV14_miner_144,0 days 00:00:01.750824
12,2022-05-04 22:00:49.837590,14_L2_UNIV14_miner_144,0 days 00:00:01.720596
13,2022-05-04 22:01:04.205369,14_L2_UNIV14_miner_144,0 days 00:00:01.760065
14,2022-05-04 22:01:18.389894,14_L2_UNIV14_miner_144,0 days 00:00:01.721954
15,2022-05-04 22:01:32.795807,14_L2_UNIV14_miner_144,0 days 00:00:01.720248
16,2022-05-04 22:01:47.284104,14_L2_UNIV14_miner_144,0 days 00:00:01.804145
17,2022-05-04 22:02:01.779903,14_L2_UNIV14_miner_144,0 days 00:00:01.694685
18,2022-05-04 22:02:16.162944,14_L2_UNIV14_miner_144,0 days 00:00:01.677180
19,2022-05-04 22:02:30.656163,14_L2_UNIV14_miner_144,0 days 00:00:01.775575
0,2022-05-04 21:57:57.361471,14_L2_UNIV14_miner_143,0 days 00:00:01.811918
1,2022-05-04 21:58:11.755736,14_L2_UNIV14_miner_143,0 days 00:00:01.932867
2,2022-05-04 21:58:25.813164,14_L2_UNIV14_miner_143,0 days 00:00:01.870239
3,2022-05-04 21:58:40.008948,14_L2_UNIV14_miner_143,0 days 00:00:01.862138
4,2022-05-04 21:58:54.405834,14_L2_UNIV14_miner_143,0 days 00:00:01.782045
5,2022-05-04 21:59:08.654573,14_L2_UNIV14_miner_143,0 days 00:00:01.883026
6,2022-05-04 21:59:23.048139,14_L2_UNIV14_miner_143,0 days 00:00:01.840678
7,2022-05-04 21:59:37.733621,14_L2_UNIV14_miner_143,0 days 00:00:01.849750
8,2022-05-04 21:59:52.201662,14_L2_UNIV14_miner_143,0 days 00:00:01.810140
9,2022-05-04 22:00:06.701689,14_L2_UNIV14_miner_143,0 days 00:00:01.852449
10,2022-05-04 22:00:21.040618,14_L2_UNIV14_miner_143,0 days 00:00:01.871293
11,2022-05-04 22:00:35.520120,14_L2_UNIV14_miner_143,0 days 00:00:01.902830
12,2022-05-04 22:00:49.992006,14_L2_UNIV14_miner_143,0 days 00:00:01.875012
13,2022-05-04 22:01:04.358415,14_L2_UNIV14_miner_143,0 days 00:00:01.913111
14,2022-05-04 22:01:18.559243,14_L2_UNIV14_miner_143,0 days 00:00:01.891303
15,2022-05-04 22:01:32.924798,14_L2_UNIV14_miner_143,0 days 00:00:01.849239
16,2022-05-04 22:01:47.421288,14_L2_UNIV14_miner_143,0 days 00:00:01.941329
17,2022-05-04 22:02:01.925157,14_L2_UNIV14_miner_143,0 days 00:00:01.839939
18,2022-05-04 22:02:16.300132,14_L2_UNIV14_miner_143,0 days 00:00:01.814368
19,2022-05-04 22:02:30.774441,14_L2_UNIV14_miner_143,0 days 00:00:01.893853
0,2022-05-04 21:57:57.497220,14_L2_UNIV14_miner_142,0 days 00:00:01.947667
1,2022-05-04 21:58:11.900546,14_L2_UNIV14_miner_142,0 days 00:00:02.077677
2,2022-05-04 21:58:25.965861,14_L2_UNIV14_miner_142,0 days 00:00:02.022936
3,2022-05-04 21:58:40.151558,14_L2_UNIV14_miner_142,0 days 00:00:02.004748
4,2022-05-04 21:58:54.528069,14_L2_UNIV14_miner_142,0 days 00:00:01.904280
5,2022-05-04 21:59:08.818806,14_L2_UNIV14_miner_142,0 days 00:00:02.047259
6,2022-05-04 21:59:23.190015,14_L2_UNIV14_miner_142,0 days 00:00:01.982554
7,2022-05-04 21:59:37.857360,14_L2_UNIV14_miner_142,0 days 00:00:01.973489
8,2022-05-04 21:59:52.357135,14_L2_UNIV14_miner_142,0 days 00:00:01.965613
9,2022-05-04 22:00:06.827281,14_L2_UNIV14_miner_142,0 days 00:00:01.978041
10,2022-05-04 22:00:21.183063,14_L2_UNIV14_miner_142,0 days 00:00:02.013738
11,2022-05-04 22:00:35.657228,14_L2_UNIV14_miner_142,0 days 00:00:02.039938
12,2022-05-04 22:00:50.142224,14_L2_UNIV14_miner_142,0 days 00:00:02.025230
13,2022-05-04 22:01:04.482442,14_L2_UNIV14_miner_142,0 days 00:00:02.037138
14,2022-05-04 22:01:18.690558,14_L2_UNIV14_miner_142,0 days 00:00:02.022618
15,2022-05-04 22:01:33.050461,14_L2_UNIV14_miner_142,0 days 00:00:01.974902
16,2022-05-04 22:01:47.571089,14_L2_UNIV14_miner_142,0 days 00:00:02.091130
17,2022-05-04 22:02:02.058337,14_L2_UNIV14_miner_142,0 days 00:00:01.973119
18,2022-05-04 22:02:16.444177,14_L2_UNIV14_miner_142,0 days 00:00:01.958413
19,2022-05-04 22:02:30.924002,14_L2_UNIV14_miner_142,0 days 00:00:02.043414
0,2022-05-04 21:57:57.661071,14_L2_UNIV14_miner_141,0 days 00:00:02.111518
1,2022-05-04 21:58:12.017939,14_L2_UNIV14_miner_141,0 days 00:00:02.195070
2,2022-05-04 21:58:26.120634,14_L2_UNIV14_miner_141,0 days 00:00:02.177709
3,2022-05-04 21:58:40.321089,14_L2_UNIV14_miner_141,0 days 00:00:02.174279
4,2022-05-04 21:58:54.673112,14_L2_UNIV14_miner_141,0 days 00:00:02.049323
5,2022-05-04 21:59:08.945184,14_L2_UNIV14_miner_141,0 days 00:00:02.173637
6,2022-05-04 21:59:23.347055,14_L2_UNIV14_miner_141,0 days 00:00:02.139594
7,2022-05-04 21:59:37.978556,14_L2_UNIV14_miner_141,0 days 00:00:02.094685
8,2022-05-04 21:59:52.496569,14_L2_UNIV14_miner_141,0 days 00:00:02.105047
9,2022-05-04 22:00:06.981311,14_L2_UNIV14_miner_141,0 days 00:00:02.132071
10,2022-05-04 22:00:21.302369,14_L2_UNIV14_miner_141,0 days 00:00:02.133044
11,2022-05-04 22:00:35.809941,14_L2_UNIV14_miner_141,0 days 00:00:02.192651
12,2022-05-04 22:00:50.298037,14_L2_UNIV14_miner_141,0 days 00:00:02.181043
13,2022-05-04 22:01:04.631176,14_L2_UNIV14_miner_141,0 days 00:00:02.185872
14,2022-05-04 22:01:18.838256,14_L2_UNIV14_miner_141,0 days 00:00:02.170316
15,2022-05-04 22:01:33.212639,14_L2_UNIV14_miner_141,0 days 00:00:02.137080
16,2022-05-04 22:01:47.724689,14_L2_UNIV14_miner_141,0 days 00:00:02.244730
17,2022-05-04 22:02:02.207028,14_L2_UNIV14_miner_141,0 days 00:00:02.121810
18,2022-05-04 22:02:16.591672,14_L2_UNIV14_miner_141,0 days 00:00:02.105908
19,2022-05-04 22:02:31.047667,14_L2_UNIV14_miner_141,0 days 00:00:02.167079
0,2022-05-04 21:57:57.780023,13_L2_UNIV13_miner_132,0 days 00:00:02.230470
1,2022-05-04 21:58:12.185273,13_L2_UNIV13_miner_132,0 days 00:00:02.362404
2,2022-05-04 21:58:26.246453,13_L2_UNIV13_miner_132,0 days 00:00:02.303528
3,2022-05-04 21:58:40.453628,13_L2_UNIV13_miner_132,0 days 00:00:02.306818
4,2022-05-04 21:58:54.825834,13_L2_UNIV13_miner_132,0 days 00:00:02.202045
5,2022-05-04 21:59:09.071288,13_L2_UNIV13_miner_132,0 days 00:00:02.299741
6,2022-05-04 21:59:23.486499,13_L2_UNIV13_miner_132,0 days 00:00:02.279038
7,2022-05-04 21:59:38.113228,13_L2_UNIV13_miner_132,0 days 00:00:02.229357
8,2022-05-04 21:59:52.653028,13_L2_UNIV13_miner_132,0 days 00:00:02.261506
9,2022-05-04 22:00:07.133094,13_L2_UNIV13_miner_132,0 days 00:00:02.283854
10,2022-05-04 22:00:21.454014,13_L2_UNIV13_miner_132,0 days 00:00:02.284689
11,2022-05-04 22:00:35.977036,13_L2_UNIV13_miner_132,0 days 00:00:02.359746
12,2022-05-04 22:00:50.430230,13_L2_UNIV13_miner_132,0 days 00:00:02.313236
13,2022-05-04 22:01:04.781053,13_L2_UNIV13_miner_132,0 days 00:00:02.335749
14,2022-05-04 22:01:18.997099,13_L2_UNIV13_miner_132,0 days 00:00:02.329159
15,2022-05-04 22:01:33.365537,13_L2_UNIV13_miner_132,0 days 00:00:02.289978
16,2022-05-04 22:01:47.865752,13_L2_UNIV13_miner_132,0 days 00:00:02.385793
17,2022-05-04 22:02:02.365431,13_L2_UNIV13_miner_132,0 days 00:00:02.280213
18,2022-05-04 22:02:16.724100,13_L2_UNIV13_miner_132,0 days 00:00:02.238336
19,2022-05-04 22:02:31.182245,13_L2_UNIV13_miner_132,0 days 00:00:02.301657
0,2022-05-04 21:57:57.891239,13_L2_UNIV13_miner_131,0 days 00:00:02.341686
1,2022-05-04 21:58:12.320743,13_L2_UNIV13_miner_131,0 days 00:00:02.497874
2,2022-05-04 21:58:26.378853,13_L2_UNIV13_miner_131,0 days 00:00:02.435928
3,2022-05-04 21:58:40.572864,13_L2_UNIV13_miner_131,0 days 00:00:02.426054
4,2022-05-04 21:58:54.963293,13_L2_UNIV13_miner_131,0 days 00:00:02.339504
5,2022-05-04 21:59:09.227439,13_L2_UNIV13_miner_131,0 days 00:00:02.455892
6,2022-05-04 21:59:23.625525,13_L2_UNIV13_miner_131,0 days 00:00:02.418064
7,2022-05-04 21:59:38.236927,13_L2_UNIV13_miner_131,0 days 00:00:02.353056
8,2022-05-04 21:59:52.780126,13_L2_UNIV13_miner_131,0 days 00:00:02.388604
9,2022-05-04 22:00:07.289116,13_L2_UNIV13_miner_131,0 days 00:00:02.439876
10,2022-05-04 22:00:21.592993,13_L2_UNIV13_miner_131,0 days 00:00:02.423668
11,2022-05-04 22:00:36.129211,13_L2_UNIV13_miner_131,0 days 00:00:02.511921
12,2022-05-04 22:00:50.586344,13_L2_UNIV13_miner_131,0 days 00:00:02.469350
13,2022-05-04 22:01:04.904427,13_L2_UNIV13_miner_131,0 days 00:00:02.459123
14,2022-05-04 22:01:19.148127,13_L2_UNIV13_miner_131,0 days 00:00:02.480187
15,2022-05-04 22:01:33.503071,13_L2_UNIV13_miner_131,0 days 00:00:02.427512
16,2022-05-04 22:01:48.015908,13_L2_UNIV13_miner_131,0 days 00:00:02.535949
17,2022-05-04 22:02:02.515011,13_L2_UNIV13_miner_131,0 days 00:00:02.429793
18,2022-05-04 22:02:16.871674,13_L2_UNIV13_miner_131,0 days 00:00:02.385910
19,2022-05-04 22:02:31.312392,13_L2_UNIV13_miner_131,0 days 00:00:02.431804
0,2022-05-04 21:57:58.036041,12_L2_UNIV12_miner_122,0 days 00:00:02.486488
1,2022-05-04 21:58:12.469985,12_L2_UNIV12_miner_122,0 days 00:00:02.647116
2,2022-05-04 21:58:26.503792,12_L2_UNIV12_miner_122,0 days 00:00:02.560867
3,2022-05-04 21:58:40.718413,12_L2_UNIV12_miner_122,0 days 00:00:02.571603
4,2022-05-04 21:58:55.122487,12_L2_UNIV12_miner_122,0 days 00:00:02.498698
5,2022-05-04 21:59:09.373118,12_L2_UNIV12_miner_122,0 days 00:00:02.601571
6,2022-05-04 21:59:23.767145,12_L2_UNIV12_miner_122,0 days 00:00:02.559684
7,2022-05-04 21:59:38.369353,12_L2_UNIV12_miner_122,0 days 00:00:02.485482
8,2022-05-04 21:59:52.916446,12_L2_UNIV12_miner_122,0 days 00:00:02.524924
9,2022-05-04 22:00:07.434897,12_L2_UNIV12_miner_122,0 days 00:00:02.585657
10,2022-05-04 22:00:21.720153,12_L2_UNIV12_miner_122,0 days 00:00:02.550828
11,2022-05-04 22:00:36.257027,12_L2_UNIV12_miner_122,0 days 00:00:02.639737
12,2022-05-04 22:00:50.721979,12_L2_UNIV12_miner_122,0 days 00:00:02.604985
13,2022-05-04 22:01:05.046712,12_L2_UNIV12_miner_122,0 days 00:00:02.601408
14,2022-05-04 22:01:19.268006,12_L2_UNIV12_miner_122,0 days 00:00:02.600066
15,2022-05-04 22:01:33.633905,12_L2_UNIV12_miner_122,0 days 00:00:02.558346
16,2022-05-04 22:01:48.170718,12_L2_UNIV12_miner_122,0 days 00:00:02.690759
17,2022-05-04 22:02:02.654726,12_L2_UNIV12_miner_122,0 days 00:00:02.569508
18,2022-05-04 22:02:16.990187,12_L2_UNIV12_miner_122,0 days 00:00:02.504423
19,2022-05-04 22:02:31.466431,12_L2_UNIV12_miner_122,0 days 00:00:02.585843
0,2022-05-04 21:57:58.190698,12_L2_UNIV12_miner_121,0 days 00:00:02.641145
1,2022-05-04 21:58:12.596723,12_L2_UNIV12_miner_121,0 days 00:00:02.773854
2,2022-05-04 21:58:26.647825,12_L2_UNIV12_miner_121,0 days 00:00:02.704900
3,2022-05-04 21:58:40.868216,12_L2_UNIV12_miner_121,0 days 00:00:02.721406
4,2022-05-04 21:58:55.276662,12_L2_UNIV12_miner_121,0 days 00:00:02.652873
5,2022-05-04 21:59:09.522445,12_L2_UNIV12_miner_121,0 days 00:00:02.750898
6,2022-05-04 21:59:23.912090,12_L2_UNIV12_miner_121,0 days 00:00:02.704629
7,2022-05-04 21:59:38.521867,12_L2_UNIV12_miner_121,0 days 00:00:02.637996
8,2022-05-04 21:59:53.044761,12_L2_UNIV12_miner_121,0 days 00:00:02.653239
9,2022-05-04 22:00:07.556240,12_L2_UNIV12_miner_121,0 days 00:00:02.707000
10,2022-05-04 22:00:21.863483,12_L2_UNIV12_miner_121,0 days 00:00:02.694158
11,2022-05-04 22:00:36.408199,12_L2_UNIV12_miner_121,0 days 00:00:02.790909
12,2022-05-04 22:00:50.880724,12_L2_UNIV12_miner_121,0 days 00:00:02.763730
13,2022-05-04 22:01:05.196255,12_L2_UNIV12_miner_121,0 days 00:00:02.750951
14,2022-05-04 22:01:19.432357,12_L2_UNIV12_miner_121,0 days 00:00:02.764417
15,2022-05-04 22:01:33.762493,12_L2_UNIV12_miner_121,0 days 00:00:02.686934
16,2022-05-04 22:01:48.310757,12_L2_UNIV12_miner_121,0 days 00:00:02.830798
17,2022-05-04 22:02:02.776850,12_L2_UNIV12_miner_121,0 days 00:00:02.691632
18,2022-05-04 22:02:17.130334,12_L2_UNIV12_miner_121,0 days 00:00:02.644570
19,2022-05-04 22:02:31.635786,12_L2_UNIV12_miner_121,0 days 00:00:02.755198
0,2022-05-04 21:57:58.325034,11_L2_UNIV11_miner_116,0 days 00:00:02.775481
1,2022-05-04 21:58:12.746969,11_L2_UNIV11_miner_116,0 days 00:00:02.924100
2,2022-05-04 21:58:26.793676,11_L2_UNIV11_miner_116,0 days 00:00:02.850751
3,2022-05-04 21:58:41.003046,11_L2_UNIV11_miner_116,0 days 00:00:02.856236
4,2022-05-04 21:58:55.399310,11_L2_UNIV11_miner_116,0 days 00:00:02.775521
5,2022-05-04 21:59:09.654796,11_L2_UNIV11_miner_116,0 days 00:00:02.883249
6,2022-05-04 21:59:24.069339,11_L2_UNIV11_miner_116,0 days 00:00:02.861878
7,2022-05-04 21:59:38.682525,11_L2_UNIV11_miner_116,0 days 00:00:02.798654
8,2022-05-04 21:59:53.188701,11_L2_UNIV11_miner_116,0 days 00:00:02.797179
9,2022-05-04 22:00:07.694231,11_L2_UNIV11_miner_116,0 days 00:00:02.844991
10,2022-05-04 22:00:21.986668,11_L2_UNIV11_miner_116,0 days 00:00:02.817343
11,2022-05-04 22:00:36.552747,11_L2_UNIV11_miner_116,0 days 00:00:02.935457
12,2022-05-04 22:00:51.012084,11_L2_UNIV11_miner_116,0 days 00:00:02.895090
13,2022-05-04 22:01:05.336039,11_L2_UNIV11_miner_116,0 days 00:00:02.890735
14,2022-05-04 22:01:19.575097,11_L2_UNIV11_miner_116,0 days 00:00:02.907157
15,2022-05-04 22:01:33.912177,11_L2_UNIV11_miner_116,0 days 00:00:02.836618
16,2022-05-04 22:01:48.428341,11_L2_UNIV11_miner_116,0 days 00:00:02.948382
17,2022-05-04 22:02:02.908120,11_L2_UNIV11_miner_116,0 days 00:00:02.822902
18,2022-05-04 22:02:17.287483,11_L2_UNIV11_miner_116,0 days 00:00:02.801719
19,2022-05-04 22:02:31.766110,11_L2_UNIV11_miner_116,0 days 00:00:02.885522
0,2022-05-04 21:57:58.459164,11_L2_UNIV11_miner_115,0 days 00:00:02.909611
1,2022-05-04 21:58:12.878338,11_L2_UNIV11_miner_115,0 days 00:00:03.055469
2,2022-05-04 21:58:26.928088,11_L2_UNIV11_miner_115,0 days 00:00:02.985163
3,2022-05-04 21:58:41.133351,11_L2_UNIV11_miner_115,0 days 00:00:02.986541
4,2022-05-04 21:58:55.545040,11_L2_UNIV11_miner_115,0 days 00:00:02.921251
5,2022-05-04 21:59:09.781636,11_L2_UNIV11_miner_115,0 days 00:00:03.010089
6,2022-05-04 21:59:24.182846,11_L2_UNIV11_miner_115,0 days 00:00:02.975385
7,2022-05-04 21:59:38.824025,11_L2_UNIV11_miner_115,0 days 00:00:02.940154
8,2022-05-04 21:59:53.347129,11_L2_UNIV11_miner_115,0 days 00:00:02.955607
9,2022-05-04 22:00:07.861505,11_L2_UNIV11_miner_115,0 days 00:00:03.012265
10,2022-05-04 22:00:22.113064,11_L2_UNIV11_miner_115,0 days 00:00:02.943739
11,2022-05-04 22:00:36.676968,11_L2_UNIV11_miner_115,0 days 00:00:03.059678
12,2022-05-04 22:00:51.129963,11_L2_UNIV11_miner_115,0 days 00:00:03.012969
13,2022-05-04 22:01:05.465024,11_L2_UNIV11_miner_115,0 days 00:00:03.019720
14,2022-05-04 22:01:19.717582,11_L2_UNIV11_miner_115,0 days 00:00:03.049642
15,2022-05-04 22:01:34.048877,11_L2_UNIV11_miner_115,0 days 00:00:02.973318
16,2022-05-04 22:01:48.561385,11_L2_UNIV11_miner_115,0 days 00:00:03.081426
17,2022-05-04 22:02:03.034468,11_L2_UNIV11_miner_115,0 days 00:00:02.949250
18,2022-05-04 22:02:17.432352,11_L2_UNIV11_miner_115,0 days 00:00:02.946588
19,2022-05-04 22:02:31.901867,11_L2_UNIV11_miner_115,0 days 00:00:03.021279
0,2022-05-04 21:57:58.599518,11_L2_UNIV11_miner_114,0 days 00:00:03.049965
1,2022-05-04 21:58:13.042851,11_L2_UNIV11_miner_114,0 days 00:00:03.219982
2,2022-05-04 21:58:27.066080,11_L2_UNIV11_miner_114,0 days 00:00:03.123155
3,2022-05-04 21:58:41.277021,11_L2_UNIV11_miner_114,0 days 00:00:03.130211
4,2022-05-04 21:58:55.652412,11_L2_UNIV11_miner_114,0 days 00:00:03.028623
5,2022-05-04 21:59:09.928269,11_L2_UNIV11_miner_114,0 days 00:00:03.156722
6,2022-05-04 21:59:24.341690,11_L2_UNIV11_miner_114,0 days 00:00:03.134229
7,2022-05-04 21:59:39.001674,11_L2_UNIV11_miner_114,0 days 00:00:03.117803
8,2022-05-04 21:59:53.498978,11_L2_UNIV11_miner_114,0 days 00:00:03.107456
9,2022-05-04 22:00:07.975507,11_L2_UNIV11_miner_114,0 days 00:00:03.126267
10,2022-05-04 22:00:22.279596,11_L2_UNIV11_miner_114,0 days 00:00:03.110271
11,2022-05-04 22:00:36.836870,11_L2_UNIV11_miner_114,0 days 00:00:03.219580
12,2022-05-04 22:00:51.266614,11_L2_UNIV11_miner_114,0 days 00:00:03.149620
13,2022-05-04 22:01:05.594971,11_L2_UNIV11_miner_114,0 days 00:00:03.149667
14,2022-05-04 22:01:19.854901,11_L2_UNIV11_miner_114,0 days 00:00:03.186961
15,2022-05-04 22:01:34.171018,11_L2_UNIV11_miner_114,0 days 00:00:03.095459
16,2022-05-04 22:01:48.711167,11_L2_UNIV11_miner_114,0 days 00:00:03.231208
17,2022-05-04 22:02:03.183679,11_L2_UNIV11_miner_114,0 days 00:00:03.098461
18,2022-05-04 22:02:17.593457,11_L2_UNIV11_miner_114,0 days 00:00:03.107693
19,2022-05-04 22:02:32.052425,11_L2_UNIV11_miner_114,0 days 00:00:03.171837
0,2022-05-04 21:57:58.728464,11_L2_UNIV11_miner_113,0 days 00:00:03.178911
1,2022-05-04 21:58:13.177915,11_L2_UNIV11_miner_113,0 days 00:00:03.355046
2,2022-05-04 21:58:27.239476,11_L2_UNIV11_miner_113,0 days 00:00:03.296551
3,2022-05-04 21:58:41.413076,11_L2_UNIV11_miner_113,0 days 00:00:03.266266
4,2022-05-04 21:58:55.811645,11_L2_UNIV11_miner_113,0 days 00:00:03.187856
5,2022-05-04 21:59:10.056522,11_L2_UNIV11_miner_113,0 days 00:00:03.284975
6,2022-05-04 21:59:24.482863,11_L2_UNIV11_miner_113,0 days 00:00:03.275402
7,2022-05-04 21:59:39.159363,11_L2_UNIV11_miner_113,0 days 00:00:03.275492
8,2022-05-04 21:59:53.651105,11_L2_UNIV11_miner_113,0 days 00:00:03.259583
9,2022-05-04 22:00:08.095447,11_L2_UNIV11_miner_113,0 days 00:00:03.246207
10,2022-05-04 22:00:22.401768,11_L2_UNIV11_miner_113,0 days 00:00:03.232443
11,2022-05-04 22:00:36.967888,11_L2_UNIV11_miner_113,0 days 00:00:03.350598
12,2022-05-04 22:00:51.432388,11_L2_UNIV11_miner_113,0 days 00:00:03.315394
13,2022-05-04 22:01:05.751549,11_L2_UNIV11_miner_113,0 days 00:00:03.306245
14,2022-05-04 22:01:19.984834,11_L2_UNIV11_miner_113,0 days 00:00:03.316894
15,2022-05-04 22:01:34.310949,11_L2_UNIV11_miner_113,0 days 00:00:03.235390
16,2022-05-04 22:01:48.864065,11_L2_UNIV11_miner_113,0 days 00:00:03.384106
17,2022-05-04 22:02:03.308244,11_L2_UNIV11_miner_113,0 days 00:00:03.223026
18,2022-05-04 22:02:17.733556,11_L2_UNIV11_miner_113,0 days 00:00:03.247792
19,2022-05-04 22:02:32.196283,11_L2_UNIV11_miner_113,0 days 00:00:03.315695
0,2022-05-04 21:57:58.878721,11_L2_UNIV11_miner_112,0 days 00:00:03.329168
1,2022-05-04 21:58:13.281376,11_L2_UNIV11_miner_112,0 days 00:00:03.458507
2,2022-05-04 21:58:27.398315,11_L2_UNIV11_miner_112,0 days 00:00:03.455390
3,2022-05-04 21:58:41.576195,11_L2_UNIV11_miner_112,0 days 00:00:03.429385
4,2022-05-04 21:58:55.953805,11_L2_UNIV11_miner_112,0 days 00:00:03.330016
5,2022-05-04 21:59:10.214156,11_L2_UNIV11_miner_112,0 days 00:00:03.442609
6,2022-05-04 21:59:24.630906,11_L2_UNIV11_miner_112,0 days 00:00:03.423445
7,2022-05-04 21:59:39.310740,11_L2_UNIV11_miner_112,0 days 00:00:03.426869
8,2022-05-04 21:59:53.819798,11_L2_UNIV11_miner_112,0 days 00:00:03.428276
9,2022-05-04 22:00:08.224041,11_L2_UNIV11_miner_112,0 days 00:00:03.374801
10,2022-05-04 22:00:22.541391,11_L2_UNIV11_miner_112,0 days 00:00:03.372066
11,2022-05-04 22:00:37.081102,11_L2_UNIV11_miner_112,0 days 00:00:03.463812
12,2022-05-04 22:00:51.591555,11_L2_UNIV11_miner_112,0 days 00:00:03.474561
13,2022-05-04 22:01:05.901349,11_L2_UNIV11_miner_112,0 days 00:00:03.456045
14,2022-05-04 22:01:20.113264,11_L2_UNIV11_miner_112,0 days 00:00:03.445324
15,2022-05-04 22:01:34.478927,11_L2_UNIV11_miner_112,0 days 00:00:03.403368
16,2022-05-04 22:01:48.995774,11_L2_UNIV11_miner_112,0 days 00:00:03.515815
17,2022-05-04 22:02:03.431816,11_L2_UNIV11_miner_112,0 days 00:00:03.346598
18,2022-05-04 22:02:17.874020,11_L2_UNIV11_miner_112,0 days 00:00:03.388256
19,2022-05-04 22:02:32.329269,11_L2_UNIV11_miner_112,0 days 00:00:03.448681
0,2022-05-04 21:57:59.001792,11_L2_UNIV11_miner_111,0 days 00:00:03.452239
1,2022-05-04 21:58:13.424146,11_L2_UNIV11_miner_111,0 days 00:00:03.601277
2,2022-05-04 21:58:27.505352,11_L2_UNIV11_miner_111,0 days 00:00:03.562427
3,2022-05-04 21:58:41.710102,11_L2_UNIV11_miner_111,0 days 00:00:03.563292
4,2022-05-04 21:58:56.078897,11_L2_UNIV11_miner_111,0 days 00:00:03.455108
5,2022-05-04 21:59:10.346527,11_L2_UNIV11_miner_111,0 days 00:00:03.574980
6,2022-05-04 21:59:24.796054,11_L2_UNIV11_miner_111,0 days 00:00:03.588593
7,2022-05-04 21:59:39.475317,11_L2_UNIV11_miner_111,0 days 00:00:03.591446
8,2022-05-04 21:59:53.959127,11_L2_UNIV11_miner_111,0 days 00:00:03.567605
9,2022-05-04 22:00:08.375395,11_L2_UNIV11_miner_111,0 days 00:00:03.526155
10,2022-05-04 22:00:22.697687,11_L2_UNIV11_miner_111,0 days 00:00:03.528362
11,2022-05-04 22:00:37.235622,11_L2_UNIV11_miner_111,0 days 00:00:03.618332
12,2022-05-04 22:00:51.705329,11_L2_UNIV11_miner_111,0 days 00:00:03.588335
13,2022-05-04 22:01:06.021280,11_L2_UNIV11_miner_111,0 days 00:00:03.575976
14,2022-05-04 22:01:20.262404,11_L2_UNIV11_miner_111,0 days 00:00:03.594464
15,2022-05-04 22:01:34.619096,11_L2_UNIV11_miner_111,0 days 00:00:03.543537
16,2022-05-04 22:01:49.153387,11_L2_UNIV11_miner_111,0 days 00:00:03.673428
17,2022-05-04 22:02:03.585656,11_L2_UNIV11_miner_111,0 days 00:00:03.500438
18,2022-05-04 22:02:18.025836,11_L2_UNIV11_miner_111,0 days 00:00:03.540072
19,2022-05-04 22:02:32.483990,11_L2_UNIV11_miner_111,0 days 00:00:03.603402
0,2022-05-04 21:57:59.156893,10_L2_UNIV10_miner_1028,0 days 00:00:03.607340
1,2022-05-04 21:58:13.578901,10_L2_UNIV10_miner_1028,0 days 00:00:03.756032
2,2022-05-04 21:58:27.657844,10_L2_UNIV10_miner_1028,0 days 00:00:03.714919
3,2022-05-04 21:58:41.841646,10_L2_UNIV10_miner_1028,0 days 00:00:03.694836
